bucket,top_similarity,row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_method,rationale,best_candidate_similarity,runner_up_similarity,similarity_field_was_mislabeled,auto_flag,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
ambiguous,0.64,03010533:PHYTCPPI,"Lupin, Sweet, 'Lutop', raw",PHYTCPPI,1218.9462999999998,"Onions, sweet, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Onions, sweet, raw', 'Cherries, sweet, raw') are too textually similar to the source description (0.64 vs 0.57 similarity) to place confidently",0.64,0.57,,,,,,,,,
ambiguous,0.64,03010533:PPI,"Lupin, Sweet, 'Lutop', raw",PPI,343.74449999999996,"Onions, sweet, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Onions, sweet, raw', 'Cherries, sweet, raw') are too textually similar to the source description (0.64 vs 0.57 similarity) to place confidently",0.64,0.57,,,,,,,,,
ambiguous,0.64,03010627:PHYTCPPD,"Pigeon pea, raw",PHYTCPPD,727.0,"Pears, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pears, raw', 'GREEN PIGEON PEAS') are too textually similar to the source description (0.64 vs 0.62 similarity) to place confidently",0.64,0.62,,,,,,,,,
ambiguous,0.64,03010628:PHYTCPPD,"Pigeon pea, raw",PHYTCPPD,255.0,"Pears, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pears, raw', 'GREEN PIGEON PEAS') are too textually similar to the source description (0.64 vs 0.62 similarity) to place confidently",0.64,0.62,,,,,,,,,
ambiguous,0.64,03010645:PHYTCPP,"Rice bean, raw",PHYTCPP,486.0,"Wild rice, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Wild rice, raw', 'Yardlong bean, raw') are too textually similar to the source description (0.64 vs 0.69 similarity) to place confidently",0.69,0.64,YES,,,,,,,,
ambiguous,0.64,03020024:PHYTCPPD,"Soybean flour, dehulled, defatted",PHYTCPPD,1838.265,"Flour, soy, defatted",foundation_food,fuzzy,"top two name-search candidates ('Flour, soy, defatted', 'Soy flour, defatted') are too textually similar to the source description (0.64 vs 0.73 similarity) to place confidently",0.73,0.64,YES,,,,,,,,
ambiguous,0.64,04010255:PHYTCPPI,"Waterleaf leaves, wild, raw",PHYTCPPI,29.4,"Winged bean leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean leaves, raw', 'Taro leaves, raw') are too textually similar to the source description (0.64 vs 0.65 similarity) to place confidently",0.65,0.64,YES,,,,,,,,
ambiguous,0.64,05020071:PHYTC-,"Star apple, white, pulp and seeds, raw",PHYTC-,0.047,"Beans, white, mature seeds, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Beans, white, mature seeds, raw', 'Beans, small white, mature seeds, raw') are too textually similar to the source description (0.64 vs 0.61 similarity) to place confidently",0.64,0.61,,,,,,,,,
ambiguous,0.64,06010165:PHYTCPPD,"Sesbania, seed, 10865D, dried",PHYTCPPD,2145.55,"Seeds, chia seeds, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, chia seeds, dried', 'Seeds, lotus seeds, dried') are too textually similar to the source description (0.64 vs 0.59 similarity) to place confidently",0.64,0.59,,,,,,,,,
ambiguous,0.64,06010166:PHYTCPPD,"Sesbania, seed, 15019D, dried",PHYTCPPD,2185.14,"Seeds, chia seeds, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, chia seeds, dried', 'Seeds, lotus seeds, dried') are too textually similar to the source description (0.64 vs 0.59 similarity) to place confidently",0.64,0.59,,,,,,,,,
ambiguous,0.64,11010002:PHYTCPPI,"Milk, cow, raw",PHYTCPPI,0.0,"Millet, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Millet, raw', 'Fish, milkfish, raw') are too textually similar to the source description (0.64 vs 0.55 similarity) to place confidently",0.64,0.55,,,,,,,,,
ambiguous,0.64,14010006:PHYTCPPD,"Biscuit, whole wheat and raisins",PHYTCPPD,474.0,WHOLE WHEAT TEA BISCUITS,branded_food,fuzzy,"top two name-search candidates ('WHOLE WHEAT TEA BISCUITS', 'RAISIN BRAN WHOLE GRAIN WHEAT AND BRAN CEREAL WITH RAISINS') are too textually similar to the source description (0.64 vs 0.60 similarity) to place confidently",0.64,0.6,,,,,,,,,
ambiguous,0.64,14010007:PHYTCPPD,"Biscuit, whole wheat and raisins",PHYTCPPD,465.0,WHOLE WHEAT TEA BISCUITS,branded_food,fuzzy,"top two name-search candidates ('WHOLE WHEAT TEA BISCUITS', 'RAISIN BRAN WHOLE GRAIN WHEAT AND BRAN CEREAL WITH RAISINS') are too textually similar to the source description (0.64 vs 0.60 similarity) to place confidently",0.64,0.6,,,,,,,,,
ambiguous,0.64,15010022:PHYTCPP,"Chili pepper, Green-1, raw",PHYTCPP,13.54,"Peppers, hot chili, green, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Peppers, hot chili, green, raw', 'Peppers, chili, green, canned') are too textually similar to the source description (0.64 vs 0.58 similarity) to place confidently",0.64,0.58,,,,,,,,,
ambiguous,0.64,15010023:PHYTCPP,"Chili pepper, Green-2, raw",PHYTCPP,13.96,"Peppers, hot chili, green, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Peppers, hot chili, green, raw', 'Peppers, chili, green, canned') are too textually similar to the source description (0.64 vs 0.58 similarity) to place confidently",0.64,0.58,,,,,,,,,
ambiguous,0.64,15010024:PHYTCPP,"Chili pepper, Green-3, raw",PHYTCPP,14.56,"Peppers, hot chili, green, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Peppers, hot chili, green, raw', 'Peppers, chili, green, canned') are too textually similar to the source description (0.64 vs 0.58 similarity) to place confidently",0.64,0.58,,,,,,,,,
ambiguous,0.64,15010025:PHYTCPP,"Chili pepper, Green-4, raw",PHYTCPP,12.31,"Peppers, hot chili, green, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Peppers, hot chili, green, raw', 'Peppers, chili, green, canned') are too textually similar to the source description (0.64 vs 0.58 similarity) to place confidently",0.64,0.58,,,,,,,,,
ambiguous,0.64,15010026:PHYTCPP,"Chili pepper, Green-5, raw",PHYTCPP,12.45,"Peppers, hot chili, green, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Peppers, hot chili, green, raw', 'Peppers, chili, green, canned') are too textually similar to the source description (0.64 vs 0.58 similarity) to place confidently",0.64,0.58,,,,,,,,,
ambiguous,0.64,15010027:PHYTCPP,"Chili pepper, Green-6, raw",PHYTCPP,10.39,"Peppers, hot chili, green, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Peppers, hot chili, green, raw', 'Peppers, chili, green, canned') are too textually similar to the source description (0.64 vs 0.58 similarity) to place confidently",0.64,0.58,,,,,,,,,
ambiguous,0.64,15010028:PHYTCPP,"Chili pepper, Green-7, raw",PHYTCPP,13.29,"Peppers, hot chili, green, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Peppers, hot chili, green, raw', 'Peppers, chili, green, canned') are too textually similar to the source description (0.64 vs 0.58 similarity) to place confidently",0.64,0.58,,,,,,,,,
ambiguous,0.64,15010066:IP6,"Lalot pepper, leaves, raw",IP6,13.596000000000002,"Pumpkin leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Pumpkin leaves, raw', 'Taro leaves, raw') are too textually similar to the source description (0.64 vs 0.68 similarity) to place confidently",0.68,0.64,YES,,,,,,,,
ambiguous,0.63,01010101:PHYTCPP,"Rice, cooked with oil",PHYTCPP,82.0,"Wild rice, cooked",sr_legacy_food,fuzzy,"top two name-search candidates ('Wild rice, cooked', 'Rice noodles, cooked') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,01010101:IP5,"Rice, cooked with oil",IP5,37.0,"Wild rice, cooked",sr_legacy_food,fuzzy,"top two name-search candidates ('Wild rice, cooked', 'Rice noodles, cooked') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,01010101:IP6,"Rice, cooked with oil",IP6,33.0,"Wild rice, cooked",sr_legacy_food,fuzzy,"top two name-search candidates ('Wild rice, cooked', 'Rice noodles, cooked') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,01010101:IP5_A_IP6,"Rice, cooked with oil",IP5_A_IP6,70.0,"Wild rice, cooked",sr_legacy_food,fuzzy,"top two name-search candidates ('Wild rice, cooked', 'Rice noodles, cooked') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,01020041:PHYTCPPI,"Corn, Mugtama 45, raw",PHYTCPPI,408.158,"Cornsalad, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cornsalad, raw', 'Corn, sweet, white, raw') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,01050171:PHYT-,"Pearl millet flour, HHB-67",PHYT-,527.711,Millet flour,sr_legacy_food,fuzzy,"top two name-search candidates ('Millet flour', 'NAMASTE MILLET FLOUR') are too textually similar to the source description (0.63 vs 0.61 similarity) to place confidently",0.63,0.61,,,,,,,,,
ambiguous,0.63,01050172:PHYTCPPI,"Pearl millet flour, IS 833",PHYTCPPI,317.892,Millet flour,sr_legacy_food,fuzzy,"top two name-search candidates ('Millet flour', 'NAMASTE MILLET FLOUR') are too textually similar to the source description (0.63 vs 0.61 similarity) to place confidently",0.63,0.61,,,,,,,,,
ambiguous,0.63,01050173:PHYTCPPI,"Pearl millet flour, IS 843",PHYTCPPI,313.998,Millet flour,sr_legacy_food,fuzzy,"top two name-search candidates ('Millet flour', 'NAMASTE MILLET FLOUR') are too textually similar to the source description (0.63 vs 0.61 similarity) to place confidently",0.63,0.61,,,,,,,,,
ambiguous,0.63,01050180:PHYTCPPI,"Pearl millet flour, Tihama",PHYTCPPI,317.18399999999997,Millet flour,sr_legacy_food,fuzzy,"top two name-search candidates ('Millet flour', 'NAMASTE MILLET FLOUR') are too textually similar to the source description (0.63 vs 0.61 similarity) to place confidently",0.63,0.61,,,,,,,,,
ambiguous,0.63,02010019:IP6,"Potato, Norland, raw, unpeeled",IP6,42.0,"Nuts, chestnuts, european, raw, unpeeled",sr_legacy_food,fuzzy,"top two name-search candidates ('Nuts, chestnuts, european, raw, unpeeled', 'Potatoes, red, flesh and skin, raw') are too textually similar to the source description (0.63 vs 0.56 similarity) to place confidently",0.63,0.56,,,,,,,,,
ambiguous,0.63,03010242:PHYTCPPD,"Common bean, raw",PHYTCPPD,1832.0,"Guavas, common, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Guavas, common, raw', 'Yardlong bean, raw') are too textually similar to the source description (0.63 vs 0.71 similarity) to place confidently",0.71,0.63,YES,,,,,,,,
ambiguous,0.63,03010351:PHYTCPPI,"Cowpea, raw",PHYTCPPI,354.63648,"Cowpeas, leafy tips, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cowpeas, leafy tips, raw', 'Collards, raw') are too textually similar to the source description (0.63 vs 0.67 similarity) to place confidently",0.67,0.63,YES,,,,,,,,
ambiguous,0.63,03010352:PHYTCPPI,"Cowpea, raw",PHYTCPPI,537.49,"Cowpeas, leafy tips, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cowpeas, leafy tips, raw', 'Collards, raw') are too textually similar to the source description (0.63 vs 0.67 similarity) to place confidently",0.67,0.63,YES,,,,,,,,
ambiguous,0.63,03010352:PPI,"Cowpea, raw",PPI,151.226,"Cowpeas, leafy tips, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cowpeas, leafy tips, raw', 'Collards, raw') are too textually similar to the source description (0.63 vs 0.67 similarity) to place confidently",0.67,0.63,YES,,,,,,,,
ambiguous,0.63,03010353:PHYTCPPD,"Cowpea, raw",PHYTCPPD,625.2182,"Cowpeas, leafy tips, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cowpeas, leafy tips, raw', 'Collards, raw') are too textually similar to the source description (0.63 vs 0.67 similarity) to place confidently",0.67,0.63,YES,,,,,,,,
ambiguous,0.63,03010584:PHYTCPPI,"Mung bean, var. Giza-1, seed, germinated, dried",PHYTCPPI,358.26700000000005,"Mung beans, mature seeds, sprouted, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Mung beans, mature seeds, sprouted, raw', 'Mung beans, mature seeds, sprouted, cooked, stir-fried') are too textually similar to the source description (0.63 vs 0.61 similarity) to place confidently",0.63,0.61,,,,,,,,,
ambiguous,0.63,03010639:PHYTCPPD,"Rice bean, Beziamah, seeds, light brown, boiled, drained",PHYTCPPD,1054.62,"Lima beans, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Lima beans, immature seeds, cooked, boiled, drained, with salt', 'Winged bean, immature seeds, cooked, boiled, drained, with salt') are too textually similar to the source description (0.63 vs 0.64 similarity) to place confidently",0.64,0.63,YES,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.63,03020156:IP5,"Tempeh, fried",IP5,42.185,Tempeh,sr_legacy_food,fuzzy,"top two name-search candidates ('Tempeh', 'Tempeh, cooked') are too textually similar to the source description (0.63 vs 0.74 similarity) to place confidently",0.74,0.63,YES,,,,,,,,
ambiguous,0.63,03020156:IP6,"Tempeh, fried",IP6,170.274,Tempeh,sr_legacy_food,fuzzy,"top two name-search candidates ('Tempeh', 'Tempeh, cooked') are too textually similar to the source description (0.63 vs 0.74 similarity) to place confidently",0.74,0.63,YES,,,,,,,,
ambiguous,0.63,03020156:IP5_A_IP6,"Tempeh, fried",IP5_A_IP6,212.459,Tempeh,sr_legacy_food,fuzzy,"top two name-search candidates ('Tempeh', 'Tempeh, cooked') are too textually similar to the source description (0.63 vs 0.74 similarity) to place confidently",0.74,0.63,YES,,,,,,,,
ambiguous,0.63,04010105:PHYTCPPI,"Cassava, young leaves, raw",PHYTCPPI,26.1,"Cassava, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cassava, raw', 'Taro leaves, raw') are too textually similar to the source description (0.63 vs 0.67 similarity) to place confidently",0.67,0.63,YES,,,,,,,,
ambiguous,0.63,04010150:PHYTCPP,"Gogu, leaves, green, raw",PHYTCPP,48.43,"Grape leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Grape leaves, raw', 'Lettuce, leaf, green, raw') are too textually similar to the source description (0.63 vs 0.73 similarity) to place confidently",0.73,0.63,YES,,,,,,,,
ambiguous,0.63,05020065:PHYT-,"Quince, PUM, fruit, raw",PHYT-,227.0,"Quinces, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Quinces, raw', 'Chayote, fruit, raw') are too textually similar to the source description (0.63 vs 0.67 similarity) to place confidently",0.67,0.63,YES,,,,,,,,
ambiguous,0.63,05020066:PHYT-,"Quince, ZM6, fruit, raw",PHYT-,265.0,"Quinces, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Quinces, raw', 'Chayote, fruit, raw') are too textually similar to the source description (0.63 vs 0.67 similarity) to place confidently",0.67,0.63,YES,,,,,,,,
ambiguous,0.63,05020067:PHYT-,"Quince, ZM9, fruit, raw",PHYT-,546.0,"Quinces, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Quinces, raw', 'Chayote, fruit, raw') are too textually similar to the source description (0.63 vs 0.67 similarity) to place confidently",0.67,0.63,YES,,,,,,,,
ambiguous,0.63,06010055:PHYTCPPI,"Fluted pumpkin, young seed, raw",PHYTCPPI,0.10088000000000007,"Fish, sunfish, pumpkin seed, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Fish, sunfish, pumpkin seed, raw', 'RAW HULLED PUMPKIN SEEDS') are too textually similar to the source description (0.63 vs 0.58 similarity) to place confidently",0.63,0.58,,PLANT_TO_ANIMAL_SUSPECT,,,,,,,
ambiguous,0.63,06010057:PHYTCPP,"Garden cress, seed, raw",PHYTCPP,1037.0,"Cress, garden, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cress, garden, raw', 'Grapes, red, seedless, raw') are too textually similar to the source description (0.63 vs 0.69 similarity) to place confidently",0.69,0.63,YES,,,,,,,,
ambiguous,0.63,06010088:PHYTCPPD,"Lantana, seed kernel, dried",PHYTCPPD,2084.7960000000003,"Seeds, safflower seed kernels, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, safflower seed kernels, dried', 'Seeds, sunflower seed kernels, dried') are too textually similar to the source description (0.63 vs 0.63 similarity) to place confidently",0.63,0.63,,,,,,,,,
ambiguous,0.63,06010101:PHYTCPPD,"Marula, wild, seed kernel, air-dried",PHYTCPPD,378.792477,"Seeds, watermelon seed kernels, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, watermelon seed kernels, dried', 'Seeds, safflower seed kernels, dried') are too textually similar to the source description (0.63 vs 0.61 similarity) to place confidently",0.63,0.61,,,,,,,,,
ambiguous,0.63,06010160:PHYTCPP,"Safflower, seed, raw",PHYTCPP,1083.0,"Seeds, sunflower seed, kernel, raw",foundation_food,fuzzy,"top two name-search candidates ('Seeds, sunflower seed, kernel, raw', 'Seeds, safflower seed kernels, dried') are too textually similar to the source description (0.63 vs 0.61 similarity) to place confidently",0.63,0.61,,,,,,,,,
ambiguous,0.63,16010086:IP5,"Infant flour, cereal-based, fortified",IP5,32.604,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, cereal, barley, dry fortified', 'Babyfood, cereal, rice, dry fortified') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,16010086:IP6,"Infant flour, cereal-based, fortified",IP6,257.868,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, cereal, barley, dry fortified', 'Babyfood, cereal, rice, dry fortified') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,16010086:IP5_A_IP6,"Infant flour, cereal-based, fortified",IP5_A_IP6,290.472,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, cereal, barley, dry fortified', 'Babyfood, cereal, rice, dry fortified') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,16010087:IP5,"Infant flour, cereal-based, fortified",IP5,43.208,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, cereal, barley, dry fortified', 'Babyfood, cereal, rice, dry fortified') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,16010087:IP6,"Infant flour, cereal-based, fortified",IP6,264.158,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, cereal, barley, dry fortified', 'Babyfood, cereal, rice, dry fortified') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,16010087:IP5_A_IP6,"Infant flour, cereal-based, fortified",IP5_A_IP6,307.366,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, cereal, barley, dry fortified', 'Babyfood, cereal, rice, dry fortified') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,16010088:IP5,"Infant flour, cereal-based, fortified",IP5,19.66,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, cereal, barley, dry fortified', 'Babyfood, cereal, rice, dry fortified') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,16010088:IP6,"Infant flour, cereal-based, fortified",IP6,178.90599999999998,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, cereal, barley, dry fortified', 'Babyfood, cereal, rice, dry fortified') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.63,16010088:IP5_A_IP6,"Infant flour, cereal-based, fortified",IP5_A_IP6,198.56599999999997,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,fuzzy,"top two name-search candidates ('Babyfood, cereal, barley, dry fortified', 'Babyfood, cereal, rice, dry fortified') are too textually similar to the source description (0.63 vs 0.59 similarity) to place confidently",0.63,0.59,,,,,,,,,
ambiguous,0.62,01010320:PHYTCPPI,"Rice, RD-6, raw",PHYTCPPI,1195.392,"Wild rice, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Wild rice, raw', 'Wild rice, dry, raw') are too textually similar to the source description (0.62 vs 0.71 similarity) to place confidently",0.71,0.62,YES,,,,,,,,
ambiguous,0.62,01020040:PHYTC-,"Corn, meal",PHYTC-,687.3,PRECOOKED CORN MEAL,branded_food,fuzzy,"top two name-search candidates ('PRECOOKED CORN MEAL', 'BEST CHOICE CORN MEAL') are too textually similar to the source description (0.62 vs 0.58 similarity) to place confidently",0.62,0.58,,,,,,,,,
ambiguous,0.62,01030038:PHYTCPP,"Bread, wheat-based, steamed",PHYTCPP,38.0,"Bread, wheat",sr_legacy_food,fuzzy,"top two name-search candidates ('Bread, wheat', 'Bread, wheat, toasted') are too textually similar to the source description (0.62 vs 0.75 similarity) to place confidently",0.75,0.62,YES,,,,,,,,
ambiguous,0.62,01030231:PHYTCPP,"Wheat, semolina, raw",PHYTCPP,549.0,CORA DURUM WHEAT SEMOLINA,branded_food,fuzzy,"top two name-search candidates ('CORA DURUM WHEAT SEMOLINA', 'RAMDEV SEMOLINA') are too textually similar to the source description (0.62 vs 0.57 similarity) to place confidently",0.62,0.57,,,,,,,,,
ambiguous,0.62,01040046:PHYTCPPI,"Sorghum flour, Karamaka, whole grain, fermented, dried",PHYTCPPI,122.15859999999999,"Sorghum flour, whole-grain",sr_legacy_food,fuzzy,"top two name-search candidates ('Sorghum flour, whole-grain', 'Sorghum, whole grain, white, dry, raw') are too textually similar to the source description (0.62 vs 0.62 similarity) to place confidently",0.62,0.62,,,,,,,,,
ambiguous,0.62,01040063:PHYTCPPI,"Sorghum flour, Wad Ahmed, whole grain, fermented, dried",PHYTCPPI,123.10409999999997,"Sorghum flour, whole-grain",sr_legacy_food,fuzzy,"top two name-search candidates ('Sorghum flour, whole-grain', 'Sorghum, whole grain, white, dry, raw') are too textually similar to the source description (0.62 vs 0.61 similarity) to place confidently",0.62,0.61,,,,,,,,,
ambiguous,0.62,02010015:PHYT-,"Potato, Irish potato, raw",PHYT-,120.0,KEOGH'S IRISH POTATO CRISPS,branded_food,fuzzy,"top two name-search candidates (""KEOGH'S IRISH POTATO CRISPS"", 'Potatoes, raw, skin') are too textually similar to the source description (0.62 vs 0.55 similarity) to place confidently",0.62,0.55,,,,,,,,,
ambiguous,0.62,02040013:PHYTCPPI,"Yam, Raja aIa, raw",PHYTCPPI,39.431,"Yam, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Yam, raw', 'Yambean (jicama), raw') are too textually similar to the source description (0.62 vs 0.56 similarity) to place confidently",0.62,0.56,,,,,,,,,
ambiguous,0.62,02040017:PHYTCPPI,"Yam, Thambala, raw",PHYTCPPI,13.185,"Yam, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Yam, raw', 'Yambean (jicama), raw') are too textually similar to the source description (0.62 vs 0.62 similarity) to place confidently",0.62,0.62,,,,,,,,,
ambiguous,0.62,03010322:PHYTCPP,"Cowpea, IT 83s -797, raw",PHYTCPP,658.9602,"Cowpeas, leafy tips, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cowpeas, leafy tips, raw', 'Cowpeas (blackeyes), immature seeds, raw') are too textually similar to the source description (0.62 vs 0.53 similarity) to place confidently",0.62,0.53,,,,,,,,,
ambiguous,0.62,03010326:PHYTCPPI,"Cowpea, IT82E-18, raw",PHYTCPPI,189.0,"Cowpeas, leafy tips, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cowpeas, leafy tips, raw', 'Cowpeas (blackeyes), immature seeds, raw') are too textually similar to the source description (0.62 vs 0.52 similarity) to place confidently",0.62,0.52,,,,,,,,,
ambiguous,0.62,03010362:PHYTCPP,"Cowpea, TVx 3236, raw",PHYTCPP,791.595,"Cowpeas, leafy tips, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cowpeas, leafy tips, raw', 'Cowpeas, catjang, mature seeds, raw') are too textually similar to the source description (0.62 vs 0.54 similarity) to place confidently",0.62,0.54,,,,,,,,,
ambiguous,0.62,03010363:PHYTCPPI,"Cowpea, TVx 3236, raw",PHYTCPPI,135.8112,"Cowpeas, leafy tips, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cowpeas, leafy tips, raw', 'Cowpeas, catjang, mature seeds, raw') are too textually similar to the source description (0.62 vs 0.54 similarity) to place confidently",0.62,0.54,,,,,,,,,
ambiguous,0.62,03010529:PHYTCPPD,"Lupin flour, roasted",PHYTCPPD,188.7055,"Soy flour, full-fat, roasted",sr_legacy_food,fuzzy,"top two name-search candidates ('Soy flour, full-fat, roasted', 'Flour, rye') are too textually similar to the source description (0.62 vs 0.60 similarity) to place confidently",0.62,0.6,,,,,,,,,
ambiguous,0.62,03010530:PHYTCPPD,"Lupin flour, roasted",PHYTCPPD,195.72709999999998,"Soy flour, full-fat, roasted",sr_legacy_food,fuzzy,"top two name-search candidates ('Soy flour, full-fat, roasted', 'Flour, rye') are too textually similar to the source description (0.62 vs 0.60 similarity) to place confidently",0.62,0.6,,,,,,,,,
ambiguous,0.62,03010573:PPI,"Mung bean, PAU911, 12h germinated, raw",PPI,48.3882,"Mung beans, mature seeds, sprouted, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Mung beans, mature seeds, sprouted, raw', 'Mung beans, mature seeds, raw') are too textually similar to the source description (0.62 vs 0.63 similarity) to place confidently",0.63,0.62,YES,,,,,,,,
ambiguous,0.62,03010574:PPI,"Mung bean, PAU911, 16h germinated, raw",PPI,46.8384,"Mung beans, mature seeds, sprouted, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Mung beans, mature seeds, sprouted, raw', 'Mung beans, mature seeds, raw') are too textually similar to the source description (0.62 vs 0.63 similarity) to place confidently",0.63,0.62,YES,,,,,,,,
ambiguous,0.62,03010575:PPI,"Mung bean, PAU911, 20h germinated, raw",PPI,45.72625,"Mung beans, mature seeds, sprouted, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Mung beans, mature seeds, sprouted, raw', 'Mung beans, mature seeds, raw') are too textually similar to the source description (0.62 vs 0.63 similarity) to place confidently",0.63,0.62,YES,,,,,,,,
ambiguous,0.62,03010585:PHYTCPPI,"Mung bean, var. Giza-1, seed, water soaked, drained, boiled, dried",PHYTCPPI,381.9475,"Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt",sr_legacy_food,fuzzy,"top two name-search candidates ('Mung beans, mature seeds, sprouted, cooked, boiled, drained, with salt', 'Mung beans, mature seeds, sprouted, cooked, boiled, drained, without salt') are too textually similar to the source description (0.62 vs 0.60 similarity) to place confidently",0.62,0.6,,SPURIOUS_SALT_SUSPECT,,,,,,,
ambiguous,0.62,03010608:IP5_A_IP6,"Pea, field, whole grain, sun-dried",IP5_A_IP6,235.0,GREENFIELD'S WHOLE GRAIN WAFFLE,branded_food,fuzzy,"top two name-search candidates (""GREENFIELD'S WHOLE GRAIN WAFFLE"", ""Raley's WHOLE GRAIN PENNE"") are too textually similar to the source description (0.62 vs 0.54 similarity) to place confidently",0.62,0.54,,,,,,,,,
