row_identifier,food_description,compound_fraction,value,food_id,fdc_id,approved_fdc_food,data_type,review_verdict,match_scope,reviewer,review_date,review_notes,catalogue_checksum
03010261:PHYTCPPD,"Common bean, var. Dore de Kirundo, seed, raw",PHYTCPPD,1587.7376,6399,173744,"Beans, kidney, red, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,Same as above.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010262:IP3,"Common bean, White, seed, raw",IP3,18.0,7780,175202,"Beans, white, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Same species (Phaseolus vulgaris), white variety -- direct match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010262:IP4,"Common bean, White, seed, raw",IP4,41.0,7780,175202,"Beans, white, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Same species (Phaseolus vulgaris), white variety -- direct match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010262:IP5,"Common bean, White, seed, raw",IP5,218.0,7780,175202,"Beans, white, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Same species (Phaseolus vulgaris), white variety -- direct match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010262:IP6,"Common bean, White, seed, raw",IP6,927.0,7780,175202,"Beans, white, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Same species (Phaseolus vulgaris), white variety -- direct match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010334:PHYTCPP,"Cowpea, Kpeikoun, smooth, maroon, raw",PHYTCPP,656.25,7786,175208,"Cowpeas, catjang, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Catjang is itself a cowpea subspecies (Vigna unguiculata subsp. cylindrica) -- same species broadly, reasonable category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010340:PHYTCPP,"Cowpea, Mahounan, smooth, brown, raw",PHYTCPP,743.75,7786,175208,"Cowpeas, catjang, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Catjang is itself a cowpea subspecies (Vigna unguiculata subsp. cylindrica) -- same species broadly, reasonable category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010343:PHYTCPP,"Cowpea, Nanwi, smooth, pure black, raw",PHYTCPP,595.0,2092,169220,"Cowpeas (blackeyes), immature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Maturity-stage gap (mature/whole vs immature blackeyes) is real, but same species/genus and no better candidate evident -- category estimate with that caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010354:IP6,"Cowpea, seed, black, whole, raw",IP6,669.799,2092,169220,"Cowpeas (blackeyes), immature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,Same maturity-stage caveat as above.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010356:PHYTCPP,"Cowpea, Sewekoun, smooth, maroon, raw",PHYTCPP,875.0,7786,175208,"Cowpeas, catjang, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Catjang is itself a cowpea subspecies (Vigna unguiculata subsp. cylindrica) -- same species broadly, reasonable category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010357:PHYTCPP,"Cowpea, Sokan, smooth, maroon, raw",PHYTCPP,586.25,7786,175208,"Cowpeas, catjang, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"""Catjang"" is itself a cowpea subspecies (Vigna unguiculata subsp. cylindrica) -- same species broadly, reasonable category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010359:PHYTCPP,"Cowpea, Teivigboto, smooth, maroon, raw",PHYTCPP,892.4999999999999,7786,175208,"Cowpeas, catjang, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Catjang is itself a cowpea subspecies (Vigna unguiculata subsp. cylindrica) -- same species broadly, reasonable category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010366:PHYTCPPD,Faba bean flour,PHYTCPPD,1462.0,1318965,2591108,Peruvian Import Company TOASTED FABA BEAN FLOUR,branded_food,approve,category_estimate,Paul S,16/08/2026,"Toasting is an added process not captured, but species and product form otherwise match well -- category estimate with that caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010367:PHYTCPPI,"Faba bean, 1 irrigation/week, raw",PHYTCPPI,110.58670000000001,1459,168574,"Beans, fava, in pod, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Same species, irrigation-treatment specificity collapsed -- standard category-estimate caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010368:PHYTCPPI,"Faba bean, 2 irrigation/week, raw",PHYTCPPI,168.588,1459,168574,"Beans, fava, in pod, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,Same as above.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010373:PHYTCPPI,"Faba bean, Big Qinpi, raw",PHYTCPPI,710.8375,1459,168574,"Beans, fava, in pod, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"""Fava"" is faba bean -- same species, reasonable match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010375:IPSUM,"Faba bean, Caspar, raw",IPSUM,833.6859999999999,1459,168574,"Beans, fava, in pod, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010381:IPSUM,"Faba bean, Nadwiślański, raw",IPSUM,893.345,1459,168574,"Beans, fava, in pod, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010405:PHYTCPPI,"Faba bean, Qidou 2, raw",PHYTCPPI,488.64200000000005,1459,168574,"Beans, fava, in pod, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010406:PHYTCPPI,"Faba bean, Qidou 2, raw",PHYTCPPI,730.95,1459,168574,"Beans, fava, in pod, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific, reasonable category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010439:PHYTCPP,"Field bean, white, raw",PHYTCPP,791.0,254732,698186,SPRING FIELD SMALL WHITE BEANS,branded_food,approve,category_estimate,Paul S,16/08/2026,Reasonable match (field bean/white ~ small white beans).,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010471:PHYTCPPI,Lentil stew,PHYTCPPI,158.0,189431,561021,GINA CUCINA MOROCCAN RED LENTIL STEW,branded_food,approve,category_estimate,Paul S,16/08/2026,Good match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010471:PPI,Lentil stew,PPI,45.0,189431,561021,GINA CUCINA MOROCCAN RED LENTIL STEW,branded_food,approve,category_estimate,Paul S,16/08/2026,"Good match, duplicate fraction row.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010472:PHYTCPPD,"Lentil, raw, 10kGy irradiated",PHYTCPPD,696.9368,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Irradiation treatment not captured by the generic candidate, but species and category are correct -- category estimate with that caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010473:PHYTCPPD,"Lentil, raw, 5kGy irradiated",PHYTCPPD,879.9616000000001,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,Same irradiation-treatment caveat.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010474:PHYTCPPD,"Lentil, raw, 7.5kGy irradiated",PHYTCPPD,775.3759999999999,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,Same irradiation-treatment caveat.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010476:PHYTC-,"Lentil, Brown, raw",PHYTC-,711.0,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,Clean match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010477:PHYTCPPI,"Lentil, Brown, seed, raw",PHYTCPPI,208.10472,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,Clean match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010478:PHYTCPPI,"Lentil, Brown, seed, sprouted for 3 days, dried",PHYTCPPI,109.25530199999999,252667,692718,BIO-BUD SPROUTED LENTILS,branded_food,approve,category_estimate,Paul S,16/08/2026,"Sprouted matches sprouted -- genuine product match, dried is a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010479:PHYTCPPI,"Lentil, Brown, seed, sprouted for 4 days, dried",PHYTCPPI,73.838865,252667,692718,BIO-BUD SPROUTED LENTILS,branded_food,approve,category_estimate,Paul S,16/08/2026,"Sprouted matches sprouted -- genuine product match, dried is a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010480:PHYTCPPI,"Lentil, Brown, seed, sprouted for 5 days, dried",PHYTCPPI,61.021086,252667,692718,BIO-BUD SPROUTED LENTILS,branded_food,approve,category_estimate,Paul S,16/08/2026,"Sprouted matches sprouted -- genuine product match, dried is a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010481:PHYTCPPI,"Lentil, Brown, seed, sprouted for 6 days, dried",PHYTCPPI,52.021629999999995,252667,692718,BIO-BUD SPROUTED LENTILS,branded_food,approve,category_estimate,Paul S,16/08/2026,"Sprouted matches sprouted -- genuine product match, dried is a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010483:PHYTCPP,"Lentil, dal",PHYTCPP,218.0,294,2644283,"Lentils, dry",foundation_food,approve,category_estimate,Paul S,16/08/2026,"""Dal"" (split/dried lentils) reasonably matches dry lentils.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010484:IP3,"Lentil, Pardina, seed, raw",IP3,25.0,172384,536728,13 FOODS PARDINA LENTILS,branded_food,approve,category_estimate,Paul S,16/08/2026,Pardina cultivar directly named in both source and candidate -- excellent match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010484:IP4,"Lentil, Pardina, seed, raw",IP4,37.0,172384,536728,13 FOODS PARDINA LENTILS,branded_food,approve,category_estimate,Paul S,16/08/2026,Pardina cultivar directly named in both source and candidate -- excellent match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010484:IP5,"Lentil, Pardina, seed, raw",IP5,106.0,172384,536728,13 FOODS PARDINA LENTILS,branded_food,approve,category_estimate,Paul S,16/08/2026,Pardina cultivar directly named in both source and candidate -- excellent match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010484:IP6,"Lentil, Pardina, seed, raw",IP6,507.0,172384,536728,13 FOODS PARDINA LENTILS,branded_food,approve,category_estimate,Paul S,16/08/2026,Pardina cultivar directly named in both source and candidate -- excellent match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010488:PHYTCPPD,"Lentil, raw",PHYTCPPD,235.8648,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Clean match, color/type variety a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010489:PHYTCPPD,"Lentil, raw",PHYTCPPD,1550.4,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Clean match, color/type variety a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010490:PHYTCPP,"Lentil, raw",PHYTCPP,133.0,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Clean match, color/type variety a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010491:PHYTCPPD,"Lentil, raw",PHYTCPPD,47.32,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Clean match, color/type variety a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010492:PHYTCPPI,"Lentil, raw",PHYTCPPI,899.91,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Clean match, color/type variety a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010493:PHYTCPPD,"Lentil, raw",PHYTCPPD,1036.84,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Clean match, color/type variety a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010494:PHYTCPP,"Lentil, raw",PHYTCPP,3760.239,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Clean match, color/type variety a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010498:IP5_A_IP6,"Lentil, whole grain, sun-dried",IP5_A_IP6,561.0,72249,397403,"TRADER JOE'S TRADER JOE'S, SMALL WHOLE GRAIN LENTILS",branded_food,approve,category_estimate,Paul S,16/08/2026,Good match (sun-dried ~ dried).,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010499:PHYTCPP,"Lentil, whole, brown, raw",PHYTCPP,564.0,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Clean match, color/type variety a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010500:PHYTCPP,"Lentil, whole, yellowish, raw",PHYTCPP,585.0,5145,172420,"Lentils, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Clean match, color/type variety a minor caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010501:PHYTC-,"Lima bean, autoclaved for 10 min, dried",PHYTC-,7.840980000000001,229082,624364,"Del Monte Foods Inc. DEL MONTE, LIMA BEAN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Autoclaving/drying treatment not captured by the generic candidate, but species and category are correct -- category estimate with that caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010501:PP-,"Lima bean, autoclaved for 10 min, dried",PP-,2.3196600000000003,229082,624364,"Del Monte Foods Inc. DEL MONTE, LIMA BEAN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Autoclaving treatment/duration not captured, but species and category correct.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010502:PHYTC-,"Lima bean, autoclaved for 15 min, dried",PHYTC-,3.79308,229082,624364,"Del Monte Foods Inc. DEL MONTE, LIMA BEAN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Autoclaving treatment/duration not captured, but species and category correct.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010502:PP-,"Lima bean, autoclaved for 15 min, dried",PP-,1.1691,229082,624364,"Del Monte Foods Inc. DEL MONTE, LIMA BEAN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Autoclaving treatment/duration not captured, but species and category correct.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010507:PHYTC-,"Lima bean, raw",PHYTC-,17.537,65757,387983,"SPARTAN SPARTAN, LIMA BEANS",branded_food,approve,category_estimate,Paul S,16/08/2026,Good match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010507:PP-,"Lima bean, raw",PP-,4.94728,65757,387983,"SPARTAN SPARTAN, LIMA BEANS",branded_food,approve,category_estimate,Paul S,16/08/2026,"Good match, duplicate fraction row.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010508:PHYTC-,"Lima bean, toasted for 10 min",PHYTC-,15.955034999999999,229082,624364,"Del Monte Foods Inc. DEL MONTE, LIMA BEAN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Toasting duration not captured, but species and category correct.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010508:PP-,"Lima bean, toasted for 10 min",PP-,4.1699589999999995,229082,624364,"Del Monte Foods Inc. DEL MONTE, LIMA BEAN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Toasting duration not captured, but species and category correct.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010509:PHYTC-,"Lima bean, toasted for 15 min",PHYTC-,13.006869,229082,624364,"Del Monte Foods Inc. DEL MONTE, LIMA BEAN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Toasting duration not captured, but species and category correct.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010509:PP-,"Lima bean, toasted for 15 min",PP-,3.5153700000000003,229082,624364,"Del Monte Foods Inc. DEL MONTE, LIMA BEAN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Toasting duration not captured, but species and category correct.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010510:PHYTC-,"Lima bean, toasted for 20 min",PHYTC-,13.417701,229082,624364,"Del Monte Foods Inc. DEL MONTE, LIMA BEAN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Toasting duration not captured, but species and category correct.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010510:PP-,"Lima bean, toasted for 20 min",PP-,3.580037,229082,624364,"Del Monte Foods Inc. DEL MONTE, LIMA BEAN",branded_food,approve,category_estimate,Paul S,16/08/2026,"Toasting treatment not captured, same reasoning as above.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010521:PHYTCPPD,Lupin flour,PHYTCPPD,235.2236,1240747,2483666,"The Carrington Tea Company LLC. LUPIN FLOUR MADE FROM LUPIN BEAN, LUPIN FLOUR",branded_food,approve,category_estimate,Paul S,16/08/2026,Good match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010522:PHYTCPPD,Lupin flour,PHYTCPPD,229.95739999999998,1240747,2483666,"The Carrington Tea Company LLC. LUPIN FLOUR MADE FROM LUPIN BEAN, LUPIN FLOUR",branded_food,approve,category_estimate,Paul S,16/08/2026,Exact match (lupin flour made from lupin bean).,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010531:PHYTCPPI,"Lupin, Bitter, seed, raw",PHYTCPPI,770.8320000000001,5148,172423,"Lupins, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Clean species match, ""bitter"" variety detail not captured.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010531:PPI,"Lupin, Bitter, seed, raw",PPI,217.3419,5148,172423,"Lupins, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Clean species match, ""bitter"" variety detail not captured.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010555:PHYTCPPD,"Mung bean, Asha, raw",PHYTCPPD,679.184,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic mung-bean category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010557:PHYTCPPD,"Mung bean, MH 124, raw",PHYTCPPD,720.357,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic mung-bean category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010558:PHYTCPPD,"Mung bean, MH 125, raw",PHYTCPPD,665.742,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic mung-bean category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010559:PHYTCPPD,"Mung bean, MH 318, raw",PHYTCPPD,728.7209999999999,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic mung-bean category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010560:PHYTCPPD,"Mung bean, MH 421, raw",PHYTCPPD,697.68,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic mung-bean category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010561:PHYTCPPD,"Mung bean, MH 539, raw",PHYTCPPD,716.0459999999999,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic mung-bean category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010562:PHYTCPPD,"Mung bean, MH 560, raw",PHYTCPPD,741.52,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic mung-bean category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010563:PHYTCPPD,"Mung bean, MH 564, raw",PHYTCPPD,687.8,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic mung-bean category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010564:PPI,"Mung bean, ML-613, raw, dehulled",PPI,119.226,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Dehulled is a minor prep detail, same species -- reasonable match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010566:PPI,"Mung bean, ML-613, water-soaked, germinated",PPI,87.42,182242,551557,Soofer Co. Inc. MUNG BEANS,branded_food,approve,category_estimate,Paul S,16/08/2026,"Soaking/germination treatment not captured, but species and category correct.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010570:PPI,"Mung bean, ML-613, whole, raw",PPI,139.3,235500,642406,ROYAL WHOLE GREEN MUNG BEANS,branded_food,approve,category_estimate,Paul S,16/08/2026,Good match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010572:PHYTCPPD,"Mung bean, Muskan, raw",PHYTCPPD,662.802,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic mung-bean category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010573:PPI,"Mung bean, PAU911, 12h germinated, raw",PPI,48.3882,2811,169957,"Mung beans, mature seeds, sprouted, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Germinated matches sprouted, raw matches raw -- good match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010574:PPI,"Mung bean, PAU911, 16h germinated, raw",PPI,46.8384,2811,169957,"Mung beans, mature seeds, sprouted, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Germinated matches sprouted, raw matches raw -- good match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010575:PPI,"Mung bean, PAU911, 20h germinated, raw",PPI,45.72625,2811,169957,"Mung beans, mature seeds, sprouted, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Germinated matches sprouted, raw matches raw -- good match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010576:PPI,"Mung bean, PAU911, germinated, raw",PPI,46.96904000000001,2811,169957,"Mung beans, mature seeds, sprouted, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Germinated matches sprouted, raw matches raw -- good match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010578:PPI,"Mung bean, PAU911, germinated, pressure-cooked",PPI,42.2451,2010,169138,"Mung beans, mature seeds, sprouted, cooked, stir-fried",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Pressure-cooked vs stir-fried is a cooking-method gap, but same sprouted/germinated concept -- category estimate with caveat.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010579:PPI,"Mung bean, PAU911, raw",PPI,128.59519999999998,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific source, reasonable generic mung-bean category estimate.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010580:PPI,"Mung bean, PAU911, water-soaked",PPI,99.40855000000002,182242,551557,Soofer Co. Inc. MUNG BEANS,branded_food,approve,category_estimate,Paul S,16/08/2026,"Soaking treatment not captured, but species and category correct.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010581:PHYT-,"Mung bean, raw",PHYT-,1760.0,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,Clean match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010582:PHYTCPPD,"Mung bean, raw",PHYTCPPD,50.96,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,Clean match.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010583:PHYTCPPD,"Mung bean, Satya, raw",PHYTCPPD,698.445,6877,174256,"Mung beans, mature seeds, raw",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,"Cultivar-specific, reasonable match.",7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
03010587:PHYTCPPI,"Mung bean, var. Giza-1, seed, water-soaked, drained, autoclaved",PHYTCPPI,396.2385,2933,170079,"Beans, mung, mature seeds, sprouted, canned, drained solids",sr_legacy_food,approve,category_estimate,Paul S,16/08/2026,Autoclaved vs canned are both heat-processed/sprouted preparations -- reasonable category estimate.,7e7836ad3e41985c306efc62d0c2456f69b4aad225a1ed83a2591f68dec84c86
