row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_confidence,rationale,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
01020097:PHYTCPPD,"Maize, Bc 196 (1986), milky maturation stage, raw",PHYTCPPD,120.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 196 (1986), milky maturation stage, raw, value 120.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020103:PHYTCPPD,"Maize, Bc 488 (1985), milky maturation stage, raw",PHYTCPPD,10.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 488 (1985), milky maturation stage, raw, value 10.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020104:PHYTCPPD,"Maize, Bc 488 (1985), milky maturation stage, raw",PHYTCPPD,50.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 488 (1985), milky maturation stage, raw, value 50.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020110:PHYTCPPD,"Maize, Bc 488 (1986), milky maturation stage, raw",PHYTCPPD,10.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 488 (1986), milky maturation stage, raw, value 10.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020111:PHYTCPPD,"Maize, Bc 488 (1986), milky maturation stage, raw",PHYTCPPD,60.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is Bc 488 (1986), milky maturation stage, raw, value 60.0 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020126:PHYTCPP,"Maize, T1A1 (hybrid), transgenic, negative trait expression (NK603: herbicide tolerance), raw",PHYTCPP,570.7520000000001,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is T1A1 (hybrid), transgenic, negative trait expression (NK603: herbicide tolerance), raw, value 570.7520000000001 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020127:PHYTCPP,"Maize, T1A1 (hybrid), transgenic, positive trait expression (NK603: herbicide tolerance), raw",PHYTCPP,570.56,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is T1A1 (hybrid), transgenic, positive trait expression (NK603: herbicide tolerance), raw, value 570.56 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020128:PHYTCPP,"Maize, T1A2 (hybrid), transgenic, negative trait expression (NK603: herbicide tolerance), raw",PHYTCPP,0.5437289,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is T1A2 (hybrid), transgenic, negative trait expression (NK603: herbicide tolerance), raw, value 0.5437289 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020129:PHYTCPP,"Maize, T1A2 (hybrid), transgenic, positive trait expression (NK603: herbicide tolerance), raw",PHYTCPP,596.568,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is T1A2 (hybrid), transgenic, positive trait expression (NK603: herbicide tolerance), raw, value 596.568 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020130:PHYTCPP,"Maize, T1B1 (hybrid), transgenic, negative trait expression (NK603: herbicide tolerance), raw",PHYTCPP,569.0880000000001,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is T1B1 (hybrid), transgenic, negative trait expression (NK603: herbicide tolerance), raw, value 569.0880000000001 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020131:PHYTCPP,"Maize, T1B1 (hybrid), transgenic, positive trait expression (NK603: herbicide tolerance), raw",PHYTCPP,560.7,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is T1B1 (hybrid), transgenic, positive trait expression (NK603: herbicide tolerance), raw, value 560.7 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020132:PHYTCPP,"Maize, T1B2 (hybrid), transgenic, negative trait expression (NK603: herbicide tolerance), raw",PHYTCPP,541.802,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is T1B2 (hybrid), transgenic, negative trait expression (NK603: herbicide tolerance), raw, value 541.802 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01020133:PHYTCPP,"Maize, T1B2 (hybrid), transgenic, positive trait expression (NK603: herbicide tolerance), raw",PHYTCPP,577.98,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Corn grain, yellow/white"", sr_legacy_food -- FDC catalogs this under ""Corn"", not ""Maize"", which is why the pipeline's literal-genus search missed it too) but this row is T1B2 (hybrid), transgenic, positive trait expression (NK603: herbicide tolerance), raw, value 577.98 -- for the transgenic NK603-trait rows this is one half of a positive/negative-trait comparison pair; collapsing either half onto one generic entry would erase the comparison the data exists to support, and for the landrace rows it would erase the landrace/maturation-stage distinction. DRAFT -- confirm before sign-off. Flag for matching-rule review: a Corn synonym would likely fix this whole group."
01050090:PHYTCPPD,"Foniopaddy, Finiba/Kassangara, raw, dehulled and milled",PHYTCPPD,590.076,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog match exists (""Fonio, grain, dry, raw"", foundation_food) but this row is a specific paddy-fonio landrace (Finiba/Kassangara), dehulled-and-milled prep state -- species/prep not confirmed equivalent to the generic entry, and this dataset exists specifically to preserve variety-level phytate differences. Approving the generic would silently overwrite that. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry does exist."
03010061:PHYTCPPI,"Bean, 'Rhynchosia filipes', Thallaianai, raw",PHYTCPPI,400.827756,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"No real correspondence -- genus-word match is spurious. This row is a wild/minor legume species ('Rhynchosia filipes', Thallaianai, raw), not the common bean species (cannellini/snap/fava) that ""Bean"" substring-matched in the catalog. Different species entirely, not a category estimate. DRAFT -- confirm before sign-off."
03010063:PHYTCPPI,"Bean, 'Rhynchosia suaveolens', Papanasam, raw",PHYTCPPI,382.57487999999995,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"No real correspondence -- genus-word match is spurious. This row is a wild/minor legume species ('Rhynchosia suaveolens', Papanasam, raw), not the common bean species (cannellini/snap/fava) that ""Bean"" substring-matched in the catalog. Different species entirely, not a category estimate. DRAFT -- confirm before sign-off."
03010079:PHYTCPP,"Bean, 'Vigna unguiculata dekindtiana', TVnu 278, Brown, seed, raw",PHYTCPP,1489.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"No real correspondence -- genus-word match is spurious. This row is a wild/minor legume species ('Vigna unguiculata dekindtiana', TVnu 278, Brown, seed, raw), not the common bean species (cannellini/snap/fava) that ""Bean"" substring-matched in the catalog. Different species entirely, not a category estimate. DRAFT -- confirm before sign-off."
03010300:PHYTCPP,"Cowpea, Atchawe-tola, wrinkled, unpigmented, raw",PHYTCPP,1146.25,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Cowpeas, catjang, mature seeds, raw"" (sr_legacy_food)) but this row is a specific cultivar/seed-coat-pattern variant (Atchawe-tola, wrinkled, unpigmented, raw), value 1146.25 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010382:PHYTCPPI,"Faba bean, plant fertilized by 200 kg/ha P2O5 superphosphate and with 50 kg/ha sulphur, 1 irrigation/week, raw",PHYTCPPI,167.02200000000002,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (plant fertilized by 200 kg/ha P2O5 superphosphate and with 50 kg/ha sulphur, 1 irrigation/week, raw), value 167.02200000000002 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010383:PHYTCPPI,"Faba bean, plant fertilized by 200 kg/ha P2O5 superphosphate and with 50 kg/ha sulphur, 2 irrigation/week, raw",PHYTCPPI,158.559,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (plant fertilized by 200 kg/ha P2O5 superphosphate and with 50 kg/ha sulphur, 2 irrigation/week, raw), value 158.559 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010384:PHYTCPPI,"Faba bean, plant fertilized by 200 kg/ha P2O5 superphosphate, 1 irrigation/week, raw",PHYTCPPI,220.6498,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (plant fertilized by 200 kg/ha P2O5 superphosphate, 1 irrigation/week, raw), value 220.6498 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010385:PHYTCPPI,"Faba bean, plant fertilized by 200 kg/ha P2O5 superphosphate, 2 irrigation/week, raw",PHYTCPPI,210.4875,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (plant fertilized by 200 kg/ha P2O5 superphosphate, 2 irrigation/week, raw), value 210.4875 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010388:PHYTCPPI,"Faba bean, plant inoculated with mycorrhiza and fertilized by 200 kg/ha P2O5 superphosphate and with 50 kg/ha sulphur, 1 irrigation/week, raw",PHYTCPPI,251.98080000000002,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (plant inoculated with mycorrhiza and fertilized by 200 kg/ha P2O5 superphosphate and with 50 kg/ha sulphur, 1 irrigation/week, raw), value 251.98080000000002 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010389:PHYTCPPI,"Faba bean, plant inoculated with mycorrhiza and fertilized by 200 kg/ha P2O5 superphosphate and with 50 kg/ha sulphur, 2 irrigation/week, raw",PHYTCPPI,254.2928,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (plant inoculated with mycorrhiza and fertilized by 200 kg/ha P2O5 superphosphate and with 50 kg/ha sulphur, 2 irrigation/week, raw), value 254.2928 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010390:PHYTCPPI,"Faba bean, plant inoculated with mycorrhiza and fertilized by 200 kg/ha P2O5 superphosphate, 1 irrigation/week, raw",PHYTCPPI,110.3844,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (plant inoculated with mycorrhiza and fertilized by 200 kg/ha P2O5 superphosphate, 1 irrigation/week, raw), value 110.3844 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010391:PHYTCPPI,"Faba bean, plant inoculated with mycorrhiza and fertilized by 200 kg/ha P2O5 superphosphate, 2 irrigation/week, raw",PHYTCPPI,206.5466,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (plant inoculated with mycorrhiza and fertilized by 200 kg/ha P2O5 superphosphate, 2 irrigation/week, raw), value 206.5466 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010392:PHYTCPPI,"Faba bean, plant inoculated with mycorrhiza and fertilized with 50 kg/ha sulphur, 1 irrigation/week, raw",PHYTCPPI,166.878,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (plant inoculated with mycorrhiza and fertilized with 50 kg/ha sulphur, 1 irrigation/week, raw), value 166.878 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010393:PHYTCPPI,"Faba bean, plant inoculated with mycorrhiza and fertilized with 50 kg/ha sulphur, 2 irrigation/week, raw",PHYTCPPI,397.545,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (plant inoculated with mycorrhiza and fertilized with 50 kg/ha sulphur, 2 irrigation/week, raw), value 397.545 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010398:PHYTCPPI,"Faba bean, Qidou 2, autoclaved, water-soaked",PHYTCPPI,239.56799999999998,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (Qidou 2, autoclaved, water-soaked), value 239.56799999999998 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010401:PHYTCPPI,"Faba bean, Qidou 2, fermented (accelerated), one cycle of starter enrichment",PHYTCPPI,184.0986,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (Qidou 2, fermented (accelerated), one cycle of starter enrichment), value 184.0986 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010402:PHYTCPPI,"Faba bean, Qidou 2, fermented (accelerated), three cycles of starter enrichment",PHYTCPPI,70.96640000000001,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (Qidou 2, fermented (accelerated), three cycles of starter enrichment), value 70.96640000000001 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010403:PHYTCPPI,"Faba bean, Qidou 2, fermented (accelerated), two cycles of starter enrichment",PHYTCPPI,139.204,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Broadbeans (fava beans), mature seeds, raw"" (sr_legacy_food) -- FDC catalogs this under ""Broadbeans""/""fava"", not ""Faba bean"", which is why the pipeline's literal-genus search missed it too) but this row is a specific agronomic-treatment (fertilizer/irrigation/mycorrhiza) or fermentation-cycle variant (Qidou 2, fermented (accelerated), two cycles of starter enrichment), value 139.204 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010523:PHYTCPPD,"Lupin flour, alkaline thermal treatment",PHYTCPPD,179.05079999999998,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Lupins, mature seeds, raw"" (sr_legacy_food) -- generic is whole seeds, not flour) but this row is a specific thermal-treatment variant (processing changes phytate directly, not just a naming/cultivar difference) (alkaline thermal treatment), value 179.05079999999998 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010524:PHYTCPPD,"Lupin flour, alkaline thermal treatment",PHYTCPPD,177.2954,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Lupins, mature seeds, raw"" (sr_legacy_food) -- generic is whole seeds, not flour) but this row is a specific thermal-treatment variant (processing changes phytate directly, not just a naming/cultivar difference) (alkaline thermal treatment), value 177.2954 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010525:PHYTCPPD,"Lupin flour, aqueous thermal treatment",PHYTCPPD,168.5184,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Lupins, mature seeds, raw"" (sr_legacy_food) -- generic is whole seeds, not flour) but this row is a specific thermal-treatment variant (processing changes phytate directly, not just a naming/cultivar difference) (aqueous thermal treatment), value 168.5184 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03010526:PHYTCPPD,"Lupin flour, aqueous thermal treatment",PHYTCPPD,166.763,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Lupins, mature seeds, raw"" (sr_legacy_food) -- generic is whole seeds, not flour) but this row is a specific thermal-treatment variant (processing changes phytate directly, not just a naming/cultivar difference) (aqueous thermal treatment), value 166.763 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03020071:PHYTC-,"Soybean, Taiwan 75-M, dried, 150Gy irradiated",PHYTC-,259.6,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Soybeans, mature seeds, raw"" / ""...dry roasted"" (sr_legacy_food)) but this row is a specific cultivar at a specific irradiation dose (Taiwan 75-M, dried, 150Gy irradiated), value 259.6 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03020072:PHYTC-,"Soybean, Taiwan 75-M, dried, 150Gy irradiated",PHYTC-,132.0,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Soybeans, mature seeds, raw"" / ""...dry roasted"" (sr_legacy_food)) but this row is a specific cultivar at a specific irradiation dose (Taiwan 75-M, dried, 150Gy irradiated), value 132.0 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03020073:PHYTC-,"Soybean, Taiwan 75-P, dried, 150Gy irradiated",PHYTC-,444.4,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Soybeans, mature seeds, raw"" / ""...dry roasted"" (sr_legacy_food)) but this row is a specific cultivar at a specific irradiation dose (Taiwan 75-P, dried, 150Gy irradiated), value 444.4 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
03020074:PHYTC-,"Soybean, Taiwan 75-P, dried, 150Gy irradiated",PHYTC-,453.2,,,,no FDC candidate found for this source description,unresolved,,,unusable,,,"Generic catalog entry exists (""Soybeans, mature seeds, raw"" / ""...dry roasted"" (sr_legacy_food)) but this row is a specific cultivar at a specific irradiation dose (Taiwan 75-P, dried, 150Gy irradiated), value 453.2 -- collapsing onto the generic entry would erase the exact distinction this dataset exists to preserve. DRAFT -- confirm before sign-off. Flag for matching-rule review: pipeline reported zero candidates even though a same-genus generic entry exists (under a different name, in some cases)."
