row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_relationship,match_confidence,rationale,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
03010633:PHYTCPP,"Rajmah, brown, raw",PHYTCPP,481.0,"Broccoli, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Broccoli, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"""Rajmah"" (kidney bean) vs BROCCOLI -- wrong category entirely, no evident relation.",,Paul S,16/08/2026,
03010634:PHYTCPP,"Rajmah, red, raw",PHYTCPP,465.0,"Radishes, red, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Radishes, red, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"""Rajmah"" (kidney bean) vs RADISHES -- wrong category, coincidental ""red""/""Ra-"" overlap.",,Paul S,16/08/2026,
03010637:PHYTCPP,"Red gram, split, raw",PHYTCPP,674.0,"Grapes, red, seedless, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Grapes, red, seedless, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"""Red gram"" (pigeon pea) vs GRAPES -- established coincidental ""red"" color-word mismatch.",,Paul S,16/08/2026,
03010656:PHYTCPPD,"Rice bean, RBL-4, seed, brown, pressure cooked, drained",PHYTCPPD,1177.856,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Rice bean vs winged bean -- different species, established compound-bean caution; also pressure-cooked vs boiled-with-salt prep mismatch.",,Paul S,16/08/2026,
03010664:PHYTCPPD,"Sesbania, raw",PHYTCPPD,1898.505,"Sesbania flower, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Sesbania flower, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source doesn't specify plant part; candidate assumes specifically the FLOWER -- unconfirmed part assumption.,,Paul S,16/08/2026,
03010665:PHYTCPPD,"Sesbania, raw",PHYTCPPD,1396.4720000000002,"Sesbania flower, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Sesbania flower, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source doesn't specify plant part; candidate assumes specifically the FLOWER -- unconfirmed part assumption.,,Paul S,16/08/2026,
03010666:PHYTCPPD,"Sesbania, raw",PHYTCPPD,1778.783,"Sesbania flower, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Sesbania flower, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source doesn't specify plant part; candidate assumes specifically the FLOWER -- unconfirmed part assumption.,,Paul S,16/08/2026,
03010687:PPI,"Stink bean, raw",PPI,12.90366,"Yardlong bean, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Yardlong bean, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Stink bean (Parkia speciosa) vs yardlong bean -- different species, established pattern.",,Paul S,16/08/2026,
03010700:PHYTCPPD,"Velvet bean, Black, whole seed, raw",PHYTCPPD,773.5672,"Beans, black, mature seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Beans, black, mature seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Velvet bean (Mucuna pruriens) vs generic ""black beans"" (typically Phaseolus vulgaris) -- different species, coincidental ""Black"" color-word overlap.",,Paul S,16/08/2026,
03020015:PHYTCPP,"Soybean curd, diced, fried",PHYTCPP,819.0,"Soybean, curd cheese",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,FRIED vs candidate's unspecified (presumably unfried) prep -- prep-state mismatch.,,Paul S,16/08/2026,
03020017:PHYTCPP,"Soybean curd, smoked",PHYTCPP,769.0,"Soybean, curd cheese",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,SMOKED vs candidate's unspecified prep -- prep-state mismatch.,,Paul S,16/08/2026,
03020018:PHYTCPPI,Soybean flour,PHYTCPPI,1044.532,"Soy flour, low-fat",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Established unconfirmed low-fat assumption.,,Paul S,16/08/2026,
03020023:PHYTCPPD,"Soybean flour, defatted",PHYTCPPD,1551.0,"Soy flour, defatted",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Soy flour, defatted",,category_estimate,Paul S,16/08/2026,"""Defatted"" is explicitly stated in the source and matches the candidate -- clean match."
03020029:PHYTCPPD,"Soybean, Asmara, begining seed (1 week), raw",PHYTCPPD,35.179,"Soybeans, mature seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Soybeans, mature seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Explicitly IMMATURE/early-stage seed vs candidate specifically ""MATURE seeds"" -- direct contradiction, maturity stage materially affects composition.",,Paul S,16/08/2026,
03020030:PHYTCPPD,"Soybean, Asmara, begining seed (2 weeks), raw",PHYTCPPD,157.08499999999998,"Soybeans, mature seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Soybeans, mature seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Explicitly IMMATURE/early-stage seed vs candidate specifically ""MATURE seeds"" -- direct contradiction, maturity stage materially affects composition.",,Paul S,16/08/2026,
03020033:PHYTCPPD,"Soybean, Asmara, inmature full green size seed (3 weeks), raw",PHYTCPPD,259.94,"Soybeans, mature seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Soybeans, mature seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Explicitly IMMATURE/early-stage seed vs candidate specifically ""MATURE seeds"" -- direct contradiction, maturity stage materially affects composition.",,Paul S,16/08/2026,
03020035:PHYTCPP,"Soybean, brown, raw",PHYTCPP,443.0,"Soybeans, green, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Soybeans, green, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,BROWN vs GREEN -- direct color/maturity-stage contradiction.,,Paul S,16/08/2026,
03020037:PHYTCPP,"Soybean, Crawford, dehulled",PHYTCPP,316.9998,"Soybean, curd cheese",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Dehulled RAW BEAN vs CURD CHEESE (a fermented/processed product) -- wrong prep/product form entirely.,,Paul S,16/08/2026,
03020039:PHYTCPP,"Soybean, curd slab",PHYTCPP,592.0,"Soybean, curd cheese",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,approve,"Soybean, curd cheese",,category_estimate,Paul S,16/08/2026,Both are soybean-curd products in comparable unflavored form -- reasonable category estimate.
03020040:PHYTCPP,"Soybean, curd slab, flavoured",PHYTCPP,889.0,"Soybean, curd cheese",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,FLAVOURED not captured by the candidate -- compositional gap.,,Paul S,16/08/2026,
03020042:PHYTCPP,"Soybean, curd strip",PHYTCPP,987.0,"Soybean, curd cheese",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"""Curd strip"" (a dried/pressed form) is a different processed form from ""curd cheese"" -- product-form mismatch.",,Paul S,16/08/2026,
03020051:IP6,"Soybean, Glyphosate-Tolerant Soybean 40-3-2, raw",IP6,1107.054,"Soybeans, green, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Soybeans, green, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"GM variety, maturity/color stage not confirmed as green -- unconfirmed assumption.",,Paul S,16/08/2026,
03020053:PHYTCPPD,"Soybean, Mooncake, begining seed (1 week), raw",PHYTCPPD,61.77,"Soybeans, mature seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Soybeans, mature seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Explicitly IMMATURE/early-stage seed vs candidate specifically ""MATURE seeds"" -- direct contradiction, maturity stage materially affects composition.",,Paul S,16/08/2026,
03020054:PHYTCPPD,"Soybean, Mooncake, begining seed (3 weeks), raw",PHYTCPPD,152.68500000000003,"Soybeans, mature seeds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Soybeans, mature seeds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Explicitly IMMATURE/early-stage seed vs candidate specifically ""MATURE seeds"" -- direct contradiction, maturity stage materially affects composition.",,Paul S,16/08/2026,
03020085:PHYTCPPD,"Soybeans, Bragg, raw",PHYTCPPD,248.87689999999998,"Soybeans, green, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Soybeans, green, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Cultivar not confirmed as green-stage; Bragg is typically grown to maturity -- unconfirmed assumption.,,Paul S,16/08/2026,
03020088:PHYTCPPD,"Soybeans, Punja-1, raw",PHYTCPPD,274.1454,"Soybeans, green, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Soybeans, green, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Same unconfirmed green-stage assumption.,,Paul S,16/08/2026,
03020154:IP5,Tempeh,IP5,11.544,Tempeh,sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",approve,Tempeh,,category_estimate,Paul S,16/08/2026,Exact match.
03020154:IP5_A_IP6,Tempeh,IP5_A_IP6,73.632,Tempeh,sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",approve,Tempeh,,category_estimate,Paul S,16/08/2026,Exact match.
03020154:IP6,Tempeh,IP6,62.088,Tempeh,sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",approve,Tempeh,,category_estimate,Paul S,16/08/2026,Exact match.
03020155:IP5,Tempeh,IP5,43.885,Tempeh,sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",approve,Tempeh,,category_estimate,Paul S,16/08/2026,Exact match.
03020155:IP6,Tempeh,IP6,78.725,Tempeh,sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",approve,Tempeh,,category_estimate,Paul S,16/08/2026,Exact match.
03020159:IP5_A_IP6,"Tofu, boiled",IP5_A_IP6,217.77800000000005,"Tofu, fried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,BOILED vs FRIED -- established prep-state mismatch.,,Paul S,16/08/2026,
03020159:IP6,"Tofu, boiled",IP6,212.76200000000006,"Tofu, fried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,BOILED vs FRIED -- established prep-state mismatch.,,Paul S,16/08/2026,
03020165:IP6,"Tofu, fried",IP6,301.024,"Tofu, fried",sr_legacy_food,close_analogue,0.85,"name-matched at confidence 0.85, but preparation state/moisture basis alignment could not be confirmed automatically",approve,"Tofu, fried",,category_estimate,Paul S,16/08/2026,Exact match.
04010001:PHYTCPP,"African eggplant, leaves, raw",PHYTCPP,0.6015,"Eggplant, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,LEAVES specifically vs the eggplant FRUIT entry -- wrong plant part.,,Paul S,16/08/2026,
04010007:PHYT-,"Amaranth globe, ABS-38-AWKA, raw",PHYT-,1.3719999999999997,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source is a grain-amaranth breeding-line cross (seed research); candidate is the LEAVES entry -- wrong plant part.,,Paul S,16/08/2026,
04010011:PHYT-,"Amaranth globe, AKS-33-EKPENE EDIENE, raw",PHYT-,1.6769999999999998,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source is a grain-amaranth breeding-line cross (seed research); candidate is the LEAVES entry -- wrong plant part.,,Paul S,16/08/2026,
04010013:PHYT-,"Amaranth globe, EBS-15-NKALAGU x ABS-38-AKWA, raw",PHYT-,1.3679999999999999,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source is a grain-amaranth breeding-line cross (seed research); candidate is the LEAVES entry -- wrong plant part.,,Paul S,16/08/2026,
04010019:PHYT-,"Amaranth globe, EBS-15-NKALAGU, raw",PHYT-,1.4775000000000003,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source is a grain-amaranth breeding-line cross (seed research); candidate is the LEAVES entry -- wrong plant part.,,Paul S,16/08/2026,
04010021:PHYT-,"Amaranth globe, ENS-08-MBU x ABS-38-AWKA, raw",PHYT-,1.7520000000000004,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source is a grain-amaranth breeding-line cross (seed research); candidate is the LEAVES entry -- wrong plant part.,,Paul S,16/08/2026,
04010025:PHYT-,"Amaranth globe, ENS-08-MBU x EBS-15-NKALAGU, raw",PHYT-,0.585,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source is a grain-amaranth breeding-line cross (seed research); candidate is the LEAVES entry -- wrong plant part.,,Paul S,16/08/2026,
04010029:PHYT-,"Amaranth globe, ENS-08-MBU, raw",PHYT-,0.8819999999999998,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source is a grain-amaranth breeding-line cross (seed research); candidate is the LEAVES entry -- wrong plant part.,,Paul S,16/08/2026,
04010031:PHYT-,"Amaranth globe, IMS-20-NJIABA x ABS-38-AWKA, raw",PHYT-,1.6440000000000003,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source is a grain-amaranth breeding-line cross (seed research); candidate is the LEAVES entry -- wrong plant part.,,Paul S,16/08/2026,
04010033:PHYT-,"Amaranth globe, IMS-20-NJIABA x AKS-33-EKPENE EDIENE, raw",PHYT-,1.7633000000000003,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source is a grain-amaranth breeding-line cross (seed research); candidate is the LEAVES entry -- wrong plant part.,,Paul S,16/08/2026,
04010035:PHYT-,"Amaranth globe, IMS-20-NJIABA, raw",PHYT-,1.9239999999999997,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Source is a grain-amaranth breeding-line cross (seed research); candidate is the LEAVES entry -- wrong plant part.,,Paul S,16/08/2026,
04010037:PHYTCPPI,"Amaranth, leaves, fresh, raw",PHYTCPPI,50.0,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Amaranth leaves, raw",,category_estimate,Paul S,16/08/2026,Genuinely leaves-to-leaves; color/freshness variety not distinguished by the generic candidate -- reasonable category estimate.
04010039:PHYTCPP,"Amaranth, leaves, green, raw",PHYTCPP,16.0,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Amaranth leaves, raw",,category_estimate,Paul S,16/08/2026,Genuinely leaves-to-leaves; color/freshness variety not distinguished by the generic candidate -- reasonable category estimate.
04010040:PHYTCPP,"Amaranth, leaves, raw",PHYTCPP,4.736999999999997,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Amaranth leaves, raw",,category_estimate,Paul S,16/08/2026,Genuinely leaves-to-leaves; color/freshness variety not distinguished by the generic candidate -- reasonable category estimate.
04010041:PHYTC-,"Amaranth, leaves, raw",PHYTC-,17.7,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Amaranth leaves, raw",,category_estimate,Paul S,16/08/2026,Genuinely leaves-to-leaves; color/freshness variety not distinguished by the generic candidate -- reasonable category estimate.
04010042:PHYTC-,"Amaranth, leaves, raw",PHYTC-,32.2,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Amaranth leaves, raw",,category_estimate,Paul S,16/08/2026,Genuinely leaves-to-leaves; color/freshness variety not distinguished by the generic candidate -- reasonable category estimate.
04010043:PHYTCPP,"Amaranth, leaves, red and green mixed, raw",PHYTCPP,4.89,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Amaranth leaves, raw",,category_estimate,Paul S,16/08/2026,Genuinely leaves-to-leaves; color/freshness variety not distinguished by the generic candidate -- reasonable category estimate.
04010045:PHYTCPP,"Amaranth, leaves, red, raw",PHYTCPP,4.9,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Amaranth leaves, raw",,category_estimate,Paul S,16/08/2026,Genuinely leaves-to-leaves; color/freshness variety not distinguished by the generic candidate -- reasonable category estimate.
04010048:IP6,"Asiatic dayflower, raw",IP6,5.676,"Cauliflower, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cauliflower, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Asiatic dayflower (Commelina communis, a wildflower/weed) vs CAULIFLOWER -- wrong category entirely, no evident relation.",,Paul S,16/08/2026,
04010049:PHYTCPPI,"Baobab, leaves, dried",PHYTCPPI,260.0,"Spices, basil, dried",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'dried' confirmed present in 'Spices, basil, dried', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Baobab leaves (Adansonia) vs BASIL -- wrong species entirely.,,Paul S,16/08/2026,
04010055:PHYTCPP,"Beet greens, raw",PHYTCPP,19.01,"Beet greens, raw",sr_legacy_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Beet greens, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Beet greens, raw",,category_estimate,Paul S,16/08/2026,Exact match.
04010056:PHYTC-,"Beetrot, leaves, raw",PHYTC-,51.7,"Taro leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Taro leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Beetroot leaves vs TARO leaves -- established ""Taro leaves"" garbage-bucket mismatch pattern, different species.",,Paul S,16/08/2026,
04010061:PHYTCPP,"Bitterleaves, leaves, abrased",PHYTCPP,161.17499999999995,"Winged bean leaves, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"Established ""Winged bean leaves"" garbage-bucket mismatch pattern, different species; also ABRASED vs RAW prep mismatch.",,Paul S,16/08/2026,
04010078:PHYTCPP,"Brussels sprouts, raw",PHYTCPP,18.32,"Brussels sprouts, raw",foundation_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Brussels sprouts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Brussels sprouts, raw",,category_estimate,Paul S,16/08/2026,Exact match.
04010083:IP6,"Cabbage, blanched for 10 min",IP6,0.27,"Cabbage, red, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BLANCHED vs RAW -- prep-state mismatch, and ""red"" color unconfirmed by the source.",,Paul S,16/08/2026,
04010084:IP6,"Cabbage, blanched for 2.5 min",IP6,0.67,"Cabbage, red, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BLANCHED vs RAW -- prep-state mismatch, and ""red"" color unconfirmed by the source.",,Paul S,16/08/2026,
04010085:IP6,"Cabbage, blanched for 5 min",IP6,0.5,"Cabbage, red, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"BLANCHED vs RAW -- prep-state mismatch, and ""red"" color unconfirmed by the source.",,Paul S,16/08/2026,
04010088:PHYTCPP,"Cabbage, collard greens, raw",PHYTCPP,12.08,"Cabbage, green, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cabbage, green, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"Ambiguous source labeling mixing two different common names; collard greens (a leafy, non-heading Brassica) and cabbage (a heading Brassica) are morphologically/compositionally different despite the same species broadly.",,Paul S,16/08/2026,
04010089:PHYTCPP,"Cabbage, green, raw",PHYTCPP,11.77,"Cabbage, green, raw",foundation_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Cabbage, green, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Cabbage, green, raw",,category_estimate,Paul S,16/08/2026,Exact match.
04010107:PHYTCPP,"Cauliflower, leaves, raw",PHYTCPP,13.6,"Cauliflower, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cauliflower, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"LEAVES specifically vs the cauliflower HEAD/floret (the standard ""Cauliflower, raw"" entry) -- wrong plant part.",,Paul S,16/08/2026,
04010108:PHYTCPP,"Cauliflower, raw",PHYTCPP,18.48,"Cauliflower, raw",sr_legacy_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Cauliflower, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Cauliflower, raw",,category_estimate,Paul S,16/08/2026,Exact match.
04010109:PHYTCPP,"Cauliflower, raw",PHYTCPP,25.66,"Cauliflower, raw",sr_legacy_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Cauliflower, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Cauliflower, raw",,category_estimate,Paul S,16/08/2026,Exact match.
04010114:IP5,"Climbing wattle, blanched",IP5,3.0,"Nuts, almonds, blanched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"A wattle-tree seed/pod (Acacia sp.) vs ALMONDS -- wrong species, established mismatch.",,Paul S,16/08/2026,
04010114:IP5_A_IP6,"Climbing wattle, blanched",IP5_A_IP6,29.0,"Nuts, almonds, blanched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,"A wattle-tree seed/pod (Acacia sp.) vs ALMONDS -- wrong species, established mismatch.",,Paul S,16/08/2026,
04010123:IP6,"Collard, raw",IP6,3.97,"Collards, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Collards, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Collards, raw",,category_estimate,Paul S,16/08/2026,Exact match.
04010129:PHYTCPP,"Drumstick, leaves, raw",PHYTCPP,128.0,"Drumstick leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Drumstick leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Drumstick leaves, raw",,category_estimate,Paul S,16/08/2026,Exact match.
04010134:PHYTCPPI,"Eggplant, leaves, raw",PHYTCPPI,41.67,"Eggplant, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,Same wrong-plant-part mismatch.,,Paul S,16/08/2026,
04010138:PHYTCPPD,"False amaranth, leaves, water-washed, raw",PHYTCPPD,2.7,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",reject,,"""False amaranth"" is explicitly named as NOT true amaranth (same naming pattern as ""false banana"" elsewhere in this review) -- likely a different species despite the shared word.",,Paul S,16/08/2026,
04010145:PPD,"Fluted pumpkin, leaves, raw",PPD,4.1,"Pumpkin leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Pumpkin leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Pumpkin leaves, raw",,category_estimate,Paul S,16/08/2026,"Fluted pumpkin leaves are commonly called ""pumpkin leaves"" -- correct plant part, reasonable category match."
04010147:PHYTCPPI,"Fluted pumpkin, young plant, leaves, raw",PHYTCPPI,5.959679999999999,"Pumpkin leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Pumpkin leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",approve,"Pumpkin leaves, raw",,category_estimate,Paul S,16/08/2026,Same reasoning as the other fluted-pumpkin-leaves row.
04010167:IP5,"Leadtree, blanched",IP5,3.0,"Nuts, almonds, blanched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Leadtree (Leucaena sp.) vs ALMONDS -- different tree species entirely.,,Paul S,16/08/2026,
04010167:IP5_A_IP6,"Leadtree, blanched",IP5_A_IP6,23.0,"Nuts, almonds, blanched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Leadtree (Leucaena sp.) vs ALMONDS -- different tree species entirely.,,Paul S,16/08/2026,
04010167:IP6,"Leadtree, blanched",IP6,20.0,"Nuts, almonds, blanched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,reject,,Leadtree (Leucaena sp.) vs ALMONDS -- different tree species entirely.,,Paul S,16/08/2026,
