row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_method,rationale,special_case_tag,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes,cross_reference
03020110:PHYTCPP,"Soymilk, from Proto soybeans",PHYTCPP,160.0,HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS,branded_food,fuzzy,"top two name-search candidates ('HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.46; runner-up similarity: 0.52; best candidate similarity: 0.52, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS"") is a tofu/curd protein product; source is soymilk -- different processed product from the same origin bean, not interchangeable.",,Paul S,16/08/2026,,orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020111:PHYTCPP,"Soymilk, from Proto soybeans",PHYTCPP,165.0,HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS,branded_food,fuzzy,"top two name-search candidates ('HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.46; runner-up similarity: 0.52; best candidate similarity: 0.52, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS"") is a tofu/curd protein product; source is soymilk -- different processed product from the same origin bean, not interchangeable.",,Paul S,16/08/2026,,orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020112:PHYTCPP,"Soymilk, from Proto soybeans",PHYTCPP,162.0,HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS,branded_food,fuzzy,"top two name-search candidates ('HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.46; runner-up similarity: 0.52; best candidate similarity: 0.52, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS"") is a tofu/curd protein product; source is soymilk -- different processed product from the same origin bean, not interchangeable.",,Paul S,16/08/2026,,orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020113:PHYTCPP,"Soymilk, from Proto soybeans",PHYTCPP,153.0,HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS,branded_food,fuzzy,"top two name-search candidates ('HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.46; runner-up similarity: 0.52; best candidate similarity: 0.52, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS"") is a tofu/curd protein product; source is soymilk -- different processed product from the same origin bean, not interchangeable.",,Paul S,16/08/2026,,orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020114:PHYTCPP,"Soymilk, from Proto soybeans",PHYTCPP,175.0,HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS,branded_food,fuzzy,"top two name-search candidates ('HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.46; runner-up similarity: 0.52; best candidate similarity: 0.52, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS"") is a tofu/curd protein product; source is soymilk -- different processed product from the same origin bean, not interchangeable.",,Paul S,16/08/2026,,orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020115:PHYTCPP,"Soymilk, from Proto soybeans",PHYTCPP,163.0,HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS,branded_food,fuzzy,"top two name-search candidates ('HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.46; runner-up similarity: 0.52; best candidate similarity: 0.52, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS"") is a tofu/curd protein product; source is soymilk -- different processed product from the same origin bean, not interchangeable.",,Paul S,16/08/2026,,orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020116:PHYTCPP,"Soymilk, from Raydor soybeans",PHYTCPP,128.0,"Soybeans, green, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Soybeans, green, raw' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.33; runner-up similarity: 0.51; best candidate similarity: 0.51, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""Soybeans, green, raw"") is raw whole soybeans; source is processed liquid soymilk -- same origin ingredient, very different product/prep state and phytate profile.",,Paul S,16/08/2026,,orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020119:PHYTCPP,"Soymilk, from Soyapro soybeans",PHYTCPP,126.0,LOCAL SOYBEANS,branded_food,fuzzy,"top two name-search candidates ('LOCAL SOYBEANS' [selected], 'HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.50; runner-up similarity: 0.45; best candidate similarity: 0.50, held by 'LOCAL SOYBEANS') to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""LOCAL SOYBEANS"") is raw whole soybeans; source is processed liquid soymilk -- same origin ingredient, very different product/prep state and phytate profile.",,Paul S,16/08/2026,,orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020121:PHYTCPP,"Soymilk, from Toyopro soybeans",PHYTCPP,112.0,HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS,branded_food,fuzzy,"top two name-search candidates ('HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.45; runner-up similarity: 0.50; best candidate similarity: 0.50, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS"") is a tofu/curd protein product; source is soymilk -- different processed product from the same origin bean, not interchangeable.",,Paul S,16/08/2026,,orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020122:PHYTCPP,"Soymilk, from Toyopro soybeans",PHYTCPP,151.0,HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS,branded_food,fuzzy,"top two name-search candidates ('HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS' [selected], 'LOCAL SOYBEANS') are too textually similar to the source description (selected candidate similarity: 0.45; runner-up similarity: 0.50; best candidate similarity: 0.50, held by 'LOCAL SOYBEANS') — note: the selected candidate is NOT the highest-similarity one; 'LOCAL SOYBEANS' scored higher to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""HOUSE FOODS ORGANIC TOFU PROTEIN FROM SOYBEANS"") is a tofu/curd protein product; source is soymilk -- different processed product from the same origin bean, not interchangeable.",,Paul S,16/08/2026,,orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020127:PHYTCPPD,"Soymilk, JS9650",PHYTCPPD,38.19000000000002,"SILK Nog, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Nog, soymilk' [selected], 'SILK Chai, soymilk') are too textually similar to the source description (selected candidate similarity: 0.44; runner-up similarity: 0.42; best candidate similarity: 0.44, held by 'SILK Nog, soymilk') to place confidently",SOYMILK_MISMATCH,replace,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Candidate was a flavored variant (Nog/Chai, eggnog/spice-flavored) standing in for a plain scientific soymilk measurement -- replaced with the plain unflavored SILK entry as a better product-type match. Still only a category estimate: this is one of several distinct soybean-cultivar-comparison rows (like review_1's Rice/Sorghum/Amaranth clusters) collapsing onto a single generic branded product, so the cultivar-specific phytate difference is not preserved either way.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020132:PHYTCPP,"Soymilk, powder",PHYTCPP,800.0,"SILK Plain, soymilk",sr_legacy_food,fuzzy,"top two name-search candidates ('SILK Plain, soymilk' [selected], 'COCONUT MILK POWDER') are too textually similar to the source description (selected candidate similarity: 0.41; runner-up similarity: 0.71; best candidate similarity: 0.71, held by 'COCONUT MILK POWDER') — note: the selected candidate is NOT the highest-similarity one; 'COCONUT MILK POWDER' scored higher to place confidently",SOYMILK_MISMATCH,approve,"SILK Plain, soymilk",,category_estimate,Paul S,16/08/2026,"Already matched to the plain (unflavored) SILK variant, the right call -- only caveat is prep-state (source is powder, candidate is ready-to-drink liquid), no powder-specific FDC entry exists to do better.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020133:PHYTCPP,"Soymilk, Proto soybean 0 months stored (57% RH and 20ºC)",PHYTCPP,149.0,FRY'S FOOD STORES 2% REDUCED AT MILK,branded_food,fuzzy,"top two name-search candidates (""FRY'S FOOD STORES 2% REDUCED AT MILK"" [selected], 'MORINAGA ALMOND & SOYMILK BLEND') are too textually similar to the source description (selected candidate similarity: 0.35; runner-up similarity: 0.28; best candidate similarity: 0.35, held by ""FRY'S FOOD STORES 2% REDUCED AT MILK"") to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""FRY'S FOOD STORES 2% REDUCED AT MILK"") is dairy cow's milk; source is soymilk. ""Milk"" appears in both names coincidentally (soy-MILK vs reduced-fat MILK) -- not a real match, wrong category entirely.",,Paul S,16/08/2026,"Same word-coincidence trap pattern as review_1's auto-flagged rows, just not caught there because ""milk"" is literally a substring of the source description too.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020136:PHYTCPP,"Soymilk, Proto soybean 1 months stored (57% RH and 20ºC)",PHYTCPP,154.0,FRY'S FOOD STORES 2% REDUCED AT MILK,branded_food,fuzzy,"top two name-search candidates (""FRY'S FOOD STORES 2% REDUCED AT MILK"" [selected], 'MORINAGA ALMOND & SOYMILK BLEND') are too textually similar to the source description (selected candidate similarity: 0.35; runner-up similarity: 0.28; best candidate similarity: 0.35, held by ""FRY'S FOOD STORES 2% REDUCED AT MILK"") to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""FRY'S FOOD STORES 2% REDUCED AT MILK"") is dairy cow's milk; source is soymilk. ""Milk"" appears in both names coincidentally (soy-MILK vs reduced-fat MILK) -- not a real match, wrong category entirely.",,Paul S,16/08/2026,"Same word-coincidence trap pattern as review_1's auto-flagged rows, just not caught there because ""milk"" is literally a substring of the source description too.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020140:PHYTCPP,"Soymilk, Proto soybean 3 months stored (57% RH and 20ºC)",PHYTCPP,144.0,FRY'S FOOD STORES 2% REDUCED AT MILK,branded_food,fuzzy,"top two name-search candidates (""FRY'S FOOD STORES 2% REDUCED AT MILK"" [selected], 'MORINAGA ALMOND & SOYMILK BLEND') are too textually similar to the source description (selected candidate similarity: 0.35; runner-up similarity: 0.28; best candidate similarity: 0.35, held by ""FRY'S FOOD STORES 2% REDUCED AT MILK"") to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""FRY'S FOOD STORES 2% REDUCED AT MILK"") is dairy cow's milk; source is soymilk. ""Milk"" appears in both names coincidentally (soy-MILK vs reduced-fat MILK) -- not a real match, wrong category entirely.",,Paul S,16/08/2026,"Same word-coincidence trap pattern as review_1's auto-flagged rows, just not caught there because ""milk"" is literally a substring of the source description too.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020142:PHYTCPP,"Soymilk, Proto soybean 4 months stored (57% RH and 20ºC)",PHYTCPP,148.0,FRY'S FOOD STORES 2% REDUCED AT MILK,branded_food,fuzzy,"top two name-search candidates (""FRY'S FOOD STORES 2% REDUCED AT MILK"" [selected], 'MORINAGA ALMOND & SOYMILK BLEND') are too textually similar to the source description (selected candidate similarity: 0.35; runner-up similarity: 0.28; best candidate similarity: 0.35, held by ""FRY'S FOOD STORES 2% REDUCED AT MILK"") to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""FRY'S FOOD STORES 2% REDUCED AT MILK"") is dairy cow's milk; source is soymilk. ""Milk"" appears in both names coincidentally (soy-MILK vs reduced-fat MILK) -- not a real match, wrong category entirely.",,Paul S,16/08/2026,"Same word-coincidence trap pattern as review_1's auto-flagged rows, just not caught there because ""milk"" is literally a substring of the source description too.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020144:PHYTCPP,"Soymilk, Proto soybean 5 months stored (57% RH and 20ºC)",PHYTCPP,142.0,FRY'S FOOD STORES 2% REDUCED AT MILK,branded_food,fuzzy,"top two name-search candidates (""FRY'S FOOD STORES 2% REDUCED AT MILK"" [selected], 'MORINAGA ALMOND & SOYMILK BLEND') are too textually similar to the source description (selected candidate similarity: 0.35; runner-up similarity: 0.28; best candidate similarity: 0.35, held by ""FRY'S FOOD STORES 2% REDUCED AT MILK"") to place confidently",SOYMILK_MISMATCH,reject,,"Candidate (""FRY'S FOOD STORES 2% REDUCED AT MILK"") is dairy cow's milk; source is soymilk. ""Milk"" appears in both names coincidentally (soy-MILK vs reduced-fat MILK) -- not a real match, wrong category entirely.",,Paul S,16/08/2026,"Same word-coincidence trap pattern as review_1's auto-flagged rows, just not caught there because ""milk"" is literally a substring of the source description too.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
03020148:PHYTCPP,"Soymilk, Westsoy brand",PHYTCPP,133.0,West Soy Organic Unsweetened Soymilk,branded_food,fuzzy,"top two name-search candidates ('West Soy Organic Unsweetened Soymilk' [selected], 'Westsoy Organic Plain Soymilk - Case of 12 / 32 oz') are too textually similar to the source description (selected candidate similarity: 0.24; runner-up similarity: 0.31; best candidate similarity: 0.31, held by 'Westsoy Organic Plain Soymilk - Case of 12 / 32 oz') — note: the selected candidate is NOT the highest-similarity one; 'Westsoy Organic Plain Soymilk - Case of 12 / 32 oz' scored higher to place confidently",SOYMILK_MISMATCH,approve,West Soy Organic Unsweetened Soymilk,,category_estimate,Paul S,16/08/2026,"Brand explicitly stated in source and correctly identified, right product type.",orphaned from review_1_ambiguous.csv (2202-row regenerated export)
