row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_confidence,rationale,auto_flag,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
03010627:PHYTCPPD,"Pigeon pea, raw",PHYTCPPD,727.0,"Pears, raw",sr_legacy_food,0.65,"top two name-search candidates ('Pears, raw' [selected], 'GREEN PIGEON PEAS') are too textually similar to the source description (selected candidate similarity: 0.64; runner-up similarity: 0.62; best candidate similarity: 0.64, held by 'Pears, raw') to place confidently",,reject,,"Candidate (""Pears, raw"") shares no significant word with the source genus (""Pigeon pea"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
03010628:PHYTCPPD,"Pigeon pea, raw",PHYTCPPD,255.0,"Pears, raw",sr_legacy_food,0.65,"top two name-search candidates ('Pears, raw' [selected], 'GREEN PIGEON PEAS') are too textually similar to the source description (selected candidate similarity: 0.64; runner-up similarity: 0.62; best candidate similarity: 0.64, held by 'Pears, raw') to place confidently",,reject,,"Candidate (""Pears, raw"") shares no significant word with the source genus (""Pigeon pea"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
03010630:PHYTCPPD,"Pigeon pea, White fiofio, water-dehulled",PHYTCPPD,297.07,WATERMELON WHITE FUDGE SOUR,branded_food,0.4,"top two name-search candidates ('WATERMELON WHITE FUDGE SOUR' [selected], 'Fish, tuna, white, canned in water, drained solids') are too textually similar to the source description (selected candidate similarity: 0.39; runner-up similarity: 0.47; best candidate similarity: 0.47, held by 'Fish, tuna, white, canned in water, drained solids') — note: the selected candidate is NOT the highest-similarity one; 'Fish, tuna, white, canned in water, drained solids' scored higher to place confidently",,reject,,"Candidate (""WATERMELON WHITE FUDGE SOUR"") shares no significant word with the source genus (""Pigeon pea"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
03010631:IP5,"Porridge, mung bean flour",IP5,17.302999999999997,ORGANIC MUNG BEAN,branded_food,0.4,"top two name-search candidates ('ORGANIC MUNG BEAN' [selected], 'PRODUCTOS MAYA LIMA BEAN FLOUR') are too textually similar to the source description (selected candidate similarity: 0.62; runner-up similarity: 0.58; best candidate similarity: 0.62, held by 'ORGANIC MUNG BEAN') to place confidently",,reject,,PORRIDGE (a cooked dish) vs a whole-bean product -- wrong product form.,,Paul S,16/08/2026,
03010631:IP5_A_IP6,"Porridge, mung bean flour",IP5_A_IP6,100.38599999999997,ORGANIC MUNG BEAN,branded_food,0.4,"top two name-search candidates ('ORGANIC MUNG BEAN' [selected], 'PRODUCTOS MAYA LIMA BEAN FLOUR') are too textually similar to the source description (selected candidate similarity: 0.62; runner-up similarity: 0.58; best candidate similarity: 0.62, held by 'ORGANIC MUNG BEAN') to place confidently",,reject,,PORRIDGE (a cooked dish) vs a whole-bean product -- wrong product form.,,Paul S,16/08/2026,
03010631:IP6,"Porridge, mung bean flour",IP6,83.08299999999997,ORGANIC MUNG BEAN,branded_food,0.4,"top two name-search candidates ('ORGANIC MUNG BEAN' [selected], 'PRODUCTOS MAYA LIMA BEAN FLOUR') are too textually similar to the source description (selected candidate similarity: 0.62; runner-up similarity: 0.58; best candidate similarity: 0.62, held by 'ORGANIC MUNG BEAN') to place confidently",,reject,,PORRIDGE (a cooked dish) vs a whole-bean product -- wrong product form.,,Paul S,16/08/2026,
03010638:PHYTCPP,"Red gram, whole, raw",PHYTCPP,604.0,RAW WHOLE  CASHEWS,branded_food,0.4,"top two name-search candidates ('RAW WHOLE  CASHEWS' [selected], 'RAW WHOLE CASHEWS') are too textually similar to the source description (selected candidate similarity: 0.58; runner-up similarity: 0.59; best candidate similarity: 0.59, held by 'RAW WHOLE CASHEWS') — note: the selected candidate is NOT the highest-similarity one; 'RAW WHOLE CASHEWS' scored higher to place confidently",,reject,,"Candidate (""RAW WHOLE  CASHEWS"") shares no significant word with the source genus (""Red gram"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
03010639:PHYTCPPD,"Rice bean, Beziamah, seeds, light brown, boiled, drained",PHYTCPPD,1054.62,"Lima beans, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,0.65,"top two name-search candidates ('Lima beans, immature seeds, cooked, boiled, drained, with salt' [selected], 'Winged bean, immature seeds, cooked, boiled, drained, with salt') are too textually similar to the source description (selected candidate similarity: 0.63; runner-up similarity: 0.64; best candidate similarity: 0.64, held by 'Winged bean, immature seeds, cooked, boiled, drained, with salt') — note: the selected candidate is NOT the highest-similarity one; 'Winged bean, immature seeds, cooked, boiled, drained, with salt' scored higher to place confidently",SPURIOUS_SALT_SUSPECT,reject,,"candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match.",,Paul S,16/08/2026,"auto_flag=SPURIOUS_SALT_SUSPECT. candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match."
03010640:PHYTCPPD,"Rice bean, Beziamah, seeds, light brown, pressure cooked, drained",PHYTCPPD,1247.2199999999998,"Lima beans, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,0.65,"top two name-search candidates ('Lima beans, immature seeds, cooked, boiled, drained, with salt' [selected], 'Winged bean, immature seeds, cooked, boiled, drained, with salt') are too textually similar to the source description (selected candidate similarity: 0.54; runner-up similarity: 0.55; best candidate similarity: 0.55, held by 'Winged bean, immature seeds, cooked, boiled, drained, with salt') — note: the selected candidate is NOT the highest-similarity one; 'Winged bean, immature seeds, cooked, boiled, drained, with salt' scored higher to place confidently",SPURIOUS_SALT_SUSPECT,reject,,"candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match.",,Paul S,16/08/2026,"auto_flag=SPURIOUS_SALT_SUSPECT. candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match."
03010641:PHYTCPPD,"Rice bean, Beziamah, seeds, light brown, raw",PHYTCPPD,1939.98,RECESELECT LIGHT BROWN RICE,branded_food,0.4,"top two name-search candidates ('RECESELECT LIGHT BROWN RICE' [selected], 'Specialty Rice Inc LIGHT BROWN RICE') are too textually similar to the source description (selected candidate similarity: 0.56; runner-up similarity: 0.51; best candidate similarity: 0.56, held by 'RECESELECT LIGHT BROWN RICE') to place confidently",,reject,,"Rice BEAN (Vigna umbellata, a legume) vs actual RICE (Oryza, a grain) -- completely different species, coincidental ""rice"" word in the bean's common name.",,Paul S,16/08/2026,
03010643:PHYTCPPD,"Rice bean, Beziarnah, oven-dried, boiled",PHYTCPPD,1054.62,"Rice, brown, parboiled, dry, UNCLE BEN'S",sr_legacy_food,0.65,"top two name-search candidates (""Rice, brown, parboiled, dry, UNCLE BEN'S"" [selected], 'China Doll Rice and Beans Inc. DRIED LIMA BEANS') are too textually similar to the source description (selected candidate similarity: 0.42; runner-up similarity: 0.48; best candidate similarity: 0.48, held by 'China Doll Rice and Beans Inc. DRIED LIMA BEANS') — note: the selected candidate is NOT the highest-similarity one; 'China Doll Rice and Beans Inc. DRIED LIMA BEANS' scored higher to place confidently",,reject,,"Candidate (""Rice, brown, parboiled, dry, UNCLE BEN'S"") is a different species/food than the source genus (""Rice bean"") -- shares only a generic staple-noun word (bean/pea/rice/etc.) with the source, which is not enough to establish a real match. Manually verified against the full cluster of rows sharing this candidate.",,Paul S,16/08/2026,"Manually verified (not caught by the automated word-overlap classifier because genus and candidate share one coincidental generic noun, e.g. ""bean""/""pea""/""rice"", which the classifier deliberately treats as too risky to auto-reject on its own)."
03010645:PHYTCPP,"Rice bean, raw",PHYTCPP,486.0,"Wild rice, raw",sr_legacy_food,0.65,"top two name-search candidates ('Wild rice, raw' [selected], 'Yardlong bean, raw') are too textually similar to the source description (selected candidate similarity: 0.64; runner-up similarity: 0.69; best candidate similarity: 0.69, held by 'Yardlong bean, raw') — note: the selected candidate is NOT the highest-similarity one; 'Yardlong bean, raw' scored higher to place confidently",,reject,,"Candidate (""Wild rice, raw"") is a different species/food than the source genus (""Rice bean"") -- shares only a generic staple-noun word (bean/pea/rice/etc.) with the source, which is not enough to establish a real match. Manually verified against the full cluster of rows sharing this candidate.",,Paul S,16/08/2026,"Manually verified (not caught by the automated word-overlap classifier because genus and candidate share one coincidental generic noun, e.g. ""bean""/""pea""/""rice"", which the classifier deliberately treats as too risky to auto-reject on its own)."
03010647:PHYTCPPD,"Rice bean, RBL-121, oven-dried, boiled",PHYTCPPD,951.872,"Rice, brown, parboiled, dry, UNCLE BEN'S",sr_legacy_food,0.65,"top two name-search candidates (""Rice, brown, parboiled, dry, UNCLE BEN'S"" [selected], 'China Doll Rice and Beans Inc. DRIED LIMA BEANS') are too textually similar to the source description (selected candidate similarity: 0.41; runner-up similarity: 0.45; best candidate similarity: 0.45, held by 'China Doll Rice and Beans Inc. DRIED LIMA BEANS') — note: the selected candidate is NOT the highest-similarity one; 'China Doll Rice and Beans Inc. DRIED LIMA BEANS' scored higher to place confidently",,reject,,"Candidate (""Rice, brown, parboiled, dry, UNCLE BEN'S"") is a different species/food than the source genus (""Rice bean"") -- shares only a generic staple-noun word (bean/pea/rice/etc.) with the source, which is not enough to establish a real match. Manually verified against the full cluster of rows sharing this candidate.",,Paul S,16/08/2026,"Manually verified (not caught by the automated word-overlap classifier because genus and candidate share one coincidental generic noun, e.g. ""bean""/""pea""/""rice"", which the classifier deliberately treats as too risky to auto-reject on its own)."
03010649:PHYTCPPD,"Rice bean, RBL-121, seeds, greenish brown, boiled, drained",PHYTCPPD,951.872,"Beans, snap, green, cooked, boiled, drained, with salt",sr_legacy_food,0.65,"top two name-search candidates ('Beans, snap, green, cooked, boiled, drained, with salt' [selected], 'Winged bean, immature seeds, cooked, boiled, drained, with salt') are too textually similar to the source description (selected candidate similarity: 0.59; runner-up similarity: 0.60; best candidate similarity: 0.60, held by 'Winged bean, immature seeds, cooked, boiled, drained, with salt') — note: the selected candidate is NOT the highest-similarity one; 'Winged bean, immature seeds, cooked, boiled, drained, with salt' scored higher to place confidently",SPURIOUS_SALT_SUSPECT,reject,,"candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match.",,Paul S,16/08/2026,"auto_flag=SPURIOUS_SALT_SUSPECT. candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match."
03010650:PHYTCPPD,"Rice bean, RBL-121, seeds, greenish brown, pressure cooked, drained",PHYTCPPD,1104.5520000000001,"Winged bean, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,0.65,"top two name-search candidates ('Winged bean, immature seeds, cooked, boiled, drained, with salt' [selected], 'Broadbeans, immature seeds, cooked, boiled, drained, with salt') are too textually similar to the source description (selected candidate similarity: 0.51; runner-up similarity: 0.48; best candidate similarity: 0.51, held by 'Winged bean, immature seeds, cooked, boiled, drained, with salt') to place confidently",SPURIOUS_SALT_SUSPECT,reject,,"candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match.",,Paul S,16/08/2026,"auto_flag=SPURIOUS_SALT_SUSPECT. candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match."
03010651:PHYTCPPD,"Rice bean, RBL-121, seeds, greenish brown, raw",PHYTCPPD,1790.2079999999999,Big Green (USA) Inc. RAMEN BROWN RICE,branded_food,0.4,"top two name-search candidates ('Big Green (USA) Inc. RAMEN BROWN RICE' [selected], 'SEEDS OF CHANGE QUINOA & BROWN RICE') are too textually similar to the source description (selected candidate similarity: 0.39; runner-up similarity: 0.42; best candidate similarity: 0.42, held by 'SEEDS OF CHANGE QUINOA & BROWN RICE') — note: the selected candidate is NOT the highest-similarity one; 'SEEDS OF CHANGE QUINOA & BROWN RICE' scored higher to place confidently",,reject,,Same rice-bean-vs-rice mismatch as above.,,Paul S,16/08/2026,
03010653:PHYTCPPD,"Rice bean, RBL-4, oven-dried, boiled",PHYTCPPD,968.658,"Rice, brown, parboiled, dry, UNCLE BEN'S",sr_legacy_food,0.65,"top two name-search candidates (""Rice, brown, parboiled, dry, UNCLE BEN'S"" [selected], 'China Doll Rice and Beans Inc. DRIED LIMA BEANS') are too textually similar to the source description (selected candidate similarity: 0.42; runner-up similarity: 0.46; best candidate similarity: 0.46, held by 'China Doll Rice and Beans Inc. DRIED LIMA BEANS') — note: the selected candidate is NOT the highest-similarity one; 'China Doll Rice and Beans Inc. DRIED LIMA BEANS' scored higher to place confidently",,reject,,"Candidate (""Rice, brown, parboiled, dry, UNCLE BEN'S"") is a different species/food than the source genus (""Rice bean"") -- shares only a generic staple-noun word (bean/pea/rice/etc.) with the source, which is not enough to establish a real match. Manually verified against the full cluster of rows sharing this candidate.",,Paul S,16/08/2026,"Manually verified (not caught by the automated word-overlap classifier because genus and candidate share one coincidental generic noun, e.g. ""bean""/""pea""/""rice"", which the classifier deliberately treats as too risky to auto-reject on its own)."
03010655:PHYTCPPD,"Rice bean, RBL-4, seed, brown, boiled, drained",PHYTCPPD,968.658,"Rice, brown, parboiled, dry, UNCLE BEN'S",sr_legacy_food,0.65,"top two name-search candidates (""Rice, brown, parboiled, dry, UNCLE BEN'S"" [selected], 'Winged bean, immature seeds, cooked, boiled, drained, with salt') are too textually similar to the source description (selected candidate similarity: 0.58; runner-up similarity: 0.64; best candidate similarity: 0.64, held by 'Winged bean, immature seeds, cooked, boiled, drained, with salt') — note: the selected candidate is NOT the highest-similarity one; 'Winged bean, immature seeds, cooked, boiled, drained, with salt' scored higher to place confidently",,reject,,"Candidate (""Rice, brown, parboiled, dry, UNCLE BEN'S"") is a different species/food than the source genus (""Rice bean"") -- shares only a generic staple-noun word (bean/pea/rice/etc.) with the source, which is not enough to establish a real match. Manually verified against the full cluster of rows sharing this candidate.",,Paul S,16/08/2026,"Manually verified (not caught by the automated word-overlap classifier because genus and candidate share one coincidental generic noun, e.g. ""bean""/""pea""/""rice"", which the classifier deliberately treats as too risky to auto-reject on its own)."
03010659:PHYTCPPD,"Rice bean, RBL-6, oven-dried, boiled",PHYTCPPD,916.0409999999999,"Rice, brown, parboiled, dry, UNCLE BEN'S",sr_legacy_food,0.65,"top two name-search candidates (""Rice, brown, parboiled, dry, UNCLE BEN'S"" [selected], 'China Doll Rice and Beans Inc. DRIED LIMA BEANS') are too textually similar to the source description (selected candidate similarity: 0.42; runner-up similarity: 0.46; best candidate similarity: 0.46, held by 'China Doll Rice and Beans Inc. DRIED LIMA BEANS') — note: the selected candidate is NOT the highest-similarity one; 'China Doll Rice and Beans Inc. DRIED LIMA BEANS' scored higher to place confidently",,reject,,"Candidate (""Rice, brown, parboiled, dry, UNCLE BEN'S"") is a different species/food than the source genus (""Rice bean"") -- shares only a generic staple-noun word (bean/pea/rice/etc.) with the source, which is not enough to establish a real match. Manually verified against the full cluster of rows sharing this candidate.",,Paul S,16/08/2026,"Manually verified (not caught by the automated word-overlap classifier because genus and candidate share one coincidental generic noun, e.g. ""bean""/""pea""/""rice"", which the classifier deliberately treats as too risky to auto-reject on its own)."
03010661:PHYTCPPD,"Rice bean, RBL-6, seed, light brown, pressure cooked, drained",PHYTCPPD,1087.1250000000002,"Lima beans, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,0.65,"top two name-search candidates ('Lima beans, immature seeds, cooked, boiled, drained, with salt' [selected], 'Winged bean, immature seeds, cooked, boiled, drained, with salt') are too textually similar to the source description (selected candidate similarity: 0.50; runner-up similarity: 0.52; best candidate similarity: 0.52, held by 'Winged bean, immature seeds, cooked, boiled, drained, with salt') — note: the selected candidate is NOT the highest-similarity one; 'Winged bean, immature seeds, cooked, boiled, drained, with salt' scored higher to place confidently",SPURIOUS_SALT_SUSPECT,reject,,"candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match.",,Paul S,16/08/2026,"auto_flag=SPURIOUS_SALT_SUSPECT. candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match."
03010662:PHYTCPPD,"Rice bean, RBL-6, seed, light brown, raw",PHYTCPPD,1768.52,RECESELECT LIGHT BROWN RICE,branded_food,0.4,"top two name-search candidates ('RECESELECT LIGHT BROWN RICE' [selected], 'Specialty Rice Inc LIGHT BROWN RICE') are too textually similar to the source description (selected candidate similarity: 0.60; runner-up similarity: 0.53; best candidate similarity: 0.60, held by 'RECESELECT LIGHT BROWN RICE') to place confidently",,reject,,Same rice-bean-vs-rice mismatch as above.,,Paul S,16/08/2026,
03010663:PHYTCPPD,"Rice bean, RBL-6, seeds, light brown, boiled, drained",PHYTCPPD,916.0409999999999,"Lima beans, immature seeds, cooked, boiled, drained, with salt",sr_legacy_food,0.65,"top two name-search candidates ('Lima beans, immature seeds, cooked, boiled, drained, with salt' [selected], 'Winged bean, immature seeds, cooked, boiled, drained, with salt') are too textually similar to the source description (selected candidate similarity: 0.61; runner-up similarity: 0.62; best candidate similarity: 0.62, held by 'Winged bean, immature seeds, cooked, boiled, drained, with salt') — note: the selected candidate is NOT the highest-similarity one; 'Winged bean, immature seeds, cooked, boiled, drained, with salt' scored higher to place confidently",SPURIOUS_SALT_SUSPECT,reject,,"candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match.",,Paul S,16/08/2026,"auto_flag=SPURIOUS_SALT_SUSPECT. candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match."
03010679:PHYTCPPD,"Stink bean, ash-soaked, autoclaved",PHYTCPPD,748.8,"SPARTAN SPARTAN, BAKED BEANS",branded_food,0.4,"top two name-search candidates ('SPARTAN SPARTAN, BAKED BEANS' [selected], 'HoneyBaked MIXED BEAN SOUP MIX') are too textually similar to the source description (selected candidate similarity: 0.32; runner-up similarity: 0.31; best candidate similarity: 0.32, held by 'SPARTAN SPARTAN, BAKED BEANS') to place confidently",,reject,,"Different species entirely, established Stink bean mismatch pattern.",,Paul S,16/08/2026,
03010681:PPI,"Stink bean, dehulled, water-soaked",PPI,12.749858099999999,STATER BROS. PINK BEANS,branded_food,0.4,"top two name-search candidates ('STATER BROS. PINK BEANS' [selected], 'WILDLY ORGANIC SOAKED & DEHYDRATED WALNUTS') are too textually similar to the source description (selected candidate similarity: 0.39; runner-up similarity: 0.29; best candidate similarity: 0.39, held by 'STATER BROS. PINK BEANS') to place confidently",,reject,,Stink bean (Parkia speciosa) vs pink beans (Phaseolus vulgaris) -- different species.,,Paul S,16/08/2026,
03010682:PPI,"Stink bean, dehulled, water-soaked, boiled",PPI,7.103407999999999,"Ito, Inc. EDAMAME (BOILED SOY BEAN)",branded_food,0.4,"top two name-search candidates ('Ito, Inc. EDAMAME (BOILED SOY BEAN)' [selected], 'Water convolvulus, cooked, boiled, drained, with salt') are too textually similar to the source description (selected candidate similarity: 0.34; runner-up similarity: 0.38; best candidate similarity: 0.38, held by 'Water convolvulus, cooked, boiled, drained, with salt') — note: the selected candidate is NOT the highest-similarity one; 'Water convolvulus, cooked, boiled, drained, with salt' scored higher to place confidently",,reject,,Stink bean vs edamame (soybean) -- different species.,,Paul S,16/08/2026,
03010683:PPI,"Stink bean, dehulled, water-soaked, pressure-cooked",PPI,7.335381999999999,"Beans, pink, mature seeds, cooked, boiled, with salt",sr_legacy_food,0.65,"top two name-search candidates ('Beans, pink, mature seeds, cooked, boiled, with salt' [selected], 'Jovial Foods, Inc. SOAKED OVERNIGHT & PRESSURE COOKED 100% ORGANIC CANNELLINI BEANS') are too textually similar to the source description (selected candidate similarity: 0.31; runner-up similarity: 0.37; best candidate similarity: 0.37, held by 'Jovial Foods, Inc. SOAKED OVERNIGHT & PRESSURE COOKED 100% ORGANIC CANNELLINI BEANS') — note: the selected candidate is NOT the highest-similarity one; 'Jovial Foods, Inc. SOAKED OVERNIGHT & PRESSURE COOKED 100% ORGANIC CANNELLINI BEANS' scored higher to place confidently",SPURIOUS_SALT_SUSPECT,reject,,"candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match.",,Paul S,16/08/2026,"auto_flag=SPURIOUS_SALT_SUSPECT. candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match."
03010684:PHYTCPPD,"Stink bean, dry heated",PHYTCPPD,822.16,"Fish, bass, striped, cooked, dry heat",sr_legacy_food,0.65,"top two name-search candidates ('Fish, bass, striped, cooked, dry heat' [selected], 'Fish, salmon, pink, cooked, dry heat') are too textually similar to the source description (selected candidate similarity: 0.51; runner-up similarity: 0.55; best candidate similarity: 0.55, held by 'Fish, salmon, pink, cooked, dry heat') — note: the selected candidate is NOT the highest-similarity one; 'Fish, salmon, pink, cooked, dry heat' scored higher to place confidently",PLANT_TO_ANIMAL_SUSPECT,reject,,"candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score.",,Paul S,16/08/2026,"auto_flag=PLANT_TO_ANIMAL_SUSPECT. candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score."
03010686:PPI,"Stink bean, pressure-cooked",PPI,8.800187000000001,"Beans, pink, mature seeds, cooked, boiled, with salt",sr_legacy_food,0.65,"top two name-search candidates ('Beans, pink, mature seeds, cooked, boiled, with salt' [selected], 'Pork, cured, bacon, pre-sliced, cooked, pan-fried') are too textually similar to the source description (selected candidate similarity: 0.41; runner-up similarity: 0.47; best candidate similarity: 0.47, held by 'Pork, cured, bacon, pre-sliced, cooked, pan-fried') — note: the selected candidate is NOT the highest-similarity one; 'Pork, cured, bacon, pre-sliced, cooked, pan-fried' scored higher to place confidently",SPURIOUS_SALT_SUSPECT,reject,,"candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match.",,Paul S,16/08/2026,"auto_flag=SPURIOUS_SALT_SUSPECT. candidate is a different species/genus from the source description; shared ""with salt""/prep wording inflated textual similarity but the underlying food does not match."
03010689:PHYTCPPD,"Stink bean, sugar-soaked, autoclaved",PHYTCPPD,752.87,ZERO SUGAR ADDED BAKED BEANS,branded_food,0.4,"top two name-search candidates ('ZERO SUGAR ADDED BAKED BEANS' [selected], 'BROWN SUGAR & BACON BAKED BEANS') are too textually similar to the source description (selected candidate similarity: 0.41; runner-up similarity: 0.42; best candidate similarity: 0.42, held by 'BROWN SUGAR & BACON BAKED BEANS') — note: the selected candidate is NOT the highest-similarity one; 'BROWN SUGAR & BACON BAKED BEANS' scored higher to place confidently",,reject,,"Source is explicitly sugar-soaked; candidate is explicitly ""ZERO SUGAR ADDED"" -- directly contradictory, plus wrong species.",,Paul S,16/08/2026,
03010692:PHYTCPPI,"Tamarind, seed, dried",PHYTCPPI,248.4,"Seeds, chia seeds, dried",sr_legacy_food,0.65,"top two name-search candidates ('Seeds, chia seeds, dried' [selected], 'Seeds, lotus seeds, dried') are too textually similar to the source description (selected candidate similarity: 0.58; runner-up similarity: 0.57; best candidate similarity: 0.58, held by 'Seeds, chia seeds, dried') to place confidently",,reject,,"Candidate (""Seeds, chia seeds, dried"") shares no significant word with the source genus (""Tamarind"") -- wrong food category, textual similarity score is a coincidence.",,Paul S,16/08/2026,"Classified via word-overlap heuristic (genus tokens vs candidate tokens, zero intersection) after validation against ~47 hand-checked examples with zero false-positive matches. Still spot-check if in doubt -- this is a scored heuristic, not a certainty."
03010693:PHYTCPP,"Tepary bean, Domestic brown, raw",PHYTCPP,597.0509999999999,"Duck, domesticated, liver, raw",sr_legacy_food,0.65,"top two name-search candidates ('Duck, domesticated, liver, raw' [selected], 'Duck, domesticated, meat only, raw') are too textually similar to the source description (selected candidate similarity: 0.55; runner-up similarity: 0.55; best candidate similarity: 0.55, held by 'Duck, domesticated, liver, raw') to place confidently",PLANT_TO_ANIMAL_SUSPECT,reject,,"candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score.",,Paul S,16/08/2026,"auto_flag=PLANT_TO_ANIMAL_SUSPECT. candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score."
03010694:PHYTCPP,"Tepary bean, Domestic brown, raw",PHYTCPP,571.68,"Duck, domesticated, liver, raw",sr_legacy_food,0.65,"top two name-search candidates ('Duck, domesticated, liver, raw' [selected], 'Duck, domesticated, meat only, raw') are too textually similar to the source description (selected candidate similarity: 0.55; runner-up similarity: 0.55; best candidate similarity: 0.55, held by 'Duck, domesticated, liver, raw') to place confidently",PLANT_TO_ANIMAL_SUSPECT,reject,,"candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score.",,Paul S,16/08/2026,"auto_flag=PLANT_TO_ANIMAL_SUSPECT. candidate is an animal-derived product; source description is plant-based -- wrong food category, not a plausible match regardless of textual similarity score."
03010695:PHYTCPP,"Tepary bean, Domestic white, raw",PHYTCPP,673.435,SKIP'S DIP WHITE BEAN DIP,branded_food,0.4,"top two name-search candidates (""SKIP'S DIP WHITE BEAN DIP"" [selected], 'Beans, white, mature seeds, raw') are too textually similar to the source description (selected candidate similarity: 0.42; runner-up similarity: 0.51; best candidate similarity: 0.51, held by 'Beans, white, mature seeds, raw') — note: the selected candidate is NOT the highest-similarity one; 'Beans, white, mature seeds, raw' scored higher to place confidently",,reject,,"Tepary bean is a different species from the common white bean typically used in dips, established pattern.",,Paul S,16/08/2026,
03010696:PHYTCPP,"Tepary bean, Domestic white, raw",PHYTCPP,690.6,SKIP'S DIP WHITE BEAN DIP,branded_food,0.4,"top two name-search candidates (""SKIP'S DIP WHITE BEAN DIP"" [selected], 'Beans, white, mature seeds, raw') are too textually similar to the source description (selected candidate similarity: 0.42; runner-up similarity: 0.51; best candidate similarity: 0.51, held by 'Beans, white, mature seeds, raw') — note: the selected candidate is NOT the highest-similarity one; 'Beans, white, mature seeds, raw' scored higher to place confidently",,reject,,"Tepary bean is a different species from the common white bean typically used in dips, established pattern.",,Paul S,16/08/2026,
03010697:PHYTCPP,"Tepary bean, wild, raw",PHYTCPP,934.32,"Winged bean tuber, raw",sr_legacy_food,0.65,"top two name-search candidates ('Winged bean tuber, raw' [selected], 'Wild rice, raw') are too textually similar to the source description (selected candidate similarity: 0.55; runner-up similarity: 0.50; best candidate similarity: 0.55, held by 'Winged bean tuber, raw') to place confidently",,reject,,"Candidate (""Winged bean tuber, raw"") is a different species/food than the source genus (""Tepary bean"") -- shares only a generic staple-noun word (bean/pea/rice/etc.) with the source, which is not enough to establish a real match. Manually verified against the full cluster of rows sharing this candidate.",,Paul S,16/08/2026,"Manually verified (not caught by the automated word-overlap classifier because genus and candidate share one coincidental generic noun, e.g. ""bean""/""pea""/""rice"", which the classifier deliberately treats as too risky to auto-reject on its own)."
03010698:PHYTCPPI,"Velvet bean, black coloured seed coat, raw",PHYTCPPI,469.03598000000005,"Beans, black, mature seeds, raw",sr_legacy_food,0.65,"top two name-search candidates ('Beans, black, mature seeds, raw' [selected], 'Beans, black turtle, mature seeds, raw') are too textually similar to the source description (selected candidate similarity: 0.68; runner-up similarity: 0.65; best candidate similarity: 0.68, held by 'Beans, black, mature seeds, raw') to place confidently",,reject,,"Velvet bean (Mucuna pruriens) is a different species, established pattern.",,Paul S,16/08/2026,
