row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_relationship,match_confidence,rationale,sample_stratum,review_verdict,approved_fdc_food,rejection_reason,match_scope,reviewer,review_date,review_notes
04010005:PHYTC-,"Alligator weed, leaves, raw",PHYTC-,228.0,"Fireweed, leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Fireweed, leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Alligator weed (Alternanthera philoxeroides) vs Fireweed -- different species, same ""leaves, raw"" coincidence-trap mechanism established elsewhere in this review.",,Paul S,16/08/2026,
04010009:PHYT-,"Amaranth globe, AKS-33-EKPENE EDIENE x ABS-38-AWKA, raw",PHYT-,2.385,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Source is a grain-amaranth breeding-line cross (seed research); candidate is the LEAVES entry -- wrong plant part (grain and leaf use of amaranth are different products).,,Paul S,16/08/2026,
04010015:PHYT-,"Amaranth globe, EBS-15-NKALAGU x AKS-33-EKPENE EDIENE, raw",PHYT-,2.0239999999999996,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same wrong-plant-part mismatch as the other Amaranth globe crosses.,,Paul S,16/08/2026,
04010017:PHYT-,"Amaranth globe, EBS-15-NKALAGU x IMS-20-NJIABA, raw",PHYT-,2.4845999999999995,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same mismatch.,,Paul S,16/08/2026,
04010020:PHYT-,"Amaranth globe, ENS-08-MBU x ABS-38-AWKA, dried",PHYT-,4.692,"Amaranth grain, cooked",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"DRIED vs COOKED -- prep-state mismatch (this one at least matches the correct plant part, grain not leaves).",,Paul S,16/08/2026,
04010023:PHYT-,"Amaranth globe, ENS-08-MBU x AKS-33-EKPENE EDIENE, raw",PHYT-,1.8785000000000003,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same wrong-plant-part mismatch as the other Amaranth globe crosses.,,Paul S,16/08/2026,
04010027:PHYT-,"Amaranth globe, ENS-08-MBU x IMS-20-NJIABA, raw",PHYT-,2.244,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same mismatch.,,Paul S,16/08/2026,
04010036:PHYTCPP,"Amaranth globe, leaves, dried",PHYTCPP,7.8,"Amaranth leaves, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"DRIED vs RAW -- prep-state mismatch (correct plant part, leaves, but wrong moisture/processing state).",,Paul S,16/08/2026,
04010038:PHYTCPP,"Amaranth, leaves, green, raw",PHYTCPP,5.42,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Amaranth leaves, raw",,category_estimate,Paul S,16/08/2026,"Color variety not distinguished by the generic candidate -- genuinely leaves-to-leaves, reasonable category estimate."
04010044:PHYTCPP,"Amaranth, leaves, red, raw",PHYTCPP,10.0,"Amaranth leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Amaranth leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Amaranth leaves, raw",,category_estimate,Paul S,16/08/2026,Same as the green-leaves row.
04010080:PHYTC-,"Buffalo spinach, leaves, raw",PHYTC-,41.4,"Spinach, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Spinach, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"""Buffalo spinach"" is likely a distinct species from true spinach (Spinacia oleracea) -- same water-spinach-style common-name caution established elsewhere in this review.",,Paul S,16/08/2026,
04010093:IP6,"Cabbage, raw",IP6,1.01,"Cabbage, raw",sr_legacy_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Cabbage, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Cabbage, raw",,category_estimate,Paul S,16/08/2026,Exact match.
04010114:IP6,"Climbing wattle, blanched",IP6,26.0,"Nuts, almonds, blanched",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"A wattle-tree seed/pod (Acacia sp.) vs ALMONDS (a completely different tree nut) -- wrong species, coincidental ""blanched"" word overlap.",,Paul S,16/08/2026,
04010135:PHYTCPPI,"Eggplant, leaves, raw",PHYTCPPI,40.4,"Eggplant, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"LEAVES specifically vs the eggplant FRUIT (the standard ""Eggplant, raw"" entry) -- wrong plant part.",,Paul S,16/08/2026,
04010146:PHYTCPPI,"Fluted pumpkin, mature plant, leaves, raw",PHYTCPPI,11.931600000000001,"Pumpkin leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Pumpkin leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Pumpkin leaves, raw",,category_estimate,Paul S,16/08/2026,"Fluted pumpkin leaves are commonly called ""pumpkin leaves"" in West African cuisine -- correct plant part (leaves-to-leaves), reasonable category match."
04010166:PHYTCPP,"Knol-khol, raw",PHYTCPP,9.81,"Kale, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Kale, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"""Knol-khol"" (kohlrabi, a swollen stem vegetable) vs KALE (a leafy green) -- different plant part/product despite both being Brassica.",,Paul S,16/08/2026,
04010174:PHYTCPPD,"Malabar spinach, leaves, raw",PHYTCPPD,0.84,"Malabar spinach, cooked",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,RAW vs COOKED -- established significant prep-state mismatch precedent.,,Paul S,16/08/2026,
04010209:PHYTCPP,"Pumpkin, leaves, tender, raw",PHYTCPP,38.27,"Pumpkin leaves, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Pumpkin leaves, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Pumpkin leaves, raw",,category_estimate,Paul S,16/08/2026,Good match.
04010219:IP5,"Sesbania, raw",IP5,1.0,"Sesbania flower, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Sesbania flower, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Source doesn't specify plant part; candidate assumes specifically the FLOWER -- Sesbania flowers, leaves, and pods are all eaten in different cuisines, an unconfirmed part assumption.",,Paul S,16/08/2026,
04010220:IP6,"Sesbania, yellow, blanched",IP6,3.0,"Sesbania flower, raw",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"BLANCHED vs RAW prep mismatch, plus the same unconfirmed-plant-part issue as the row above.",,Paul S,16/08/2026,
04010229:PHYTCPP,"Spinach, raw",PHYTCPP,12.01,"Spinach, raw",sr_legacy_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Spinach, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Spinach, raw",,category_estimate,Paul S,16/08/2026,Exact match.
04010252:IP5,"Water spinach, leaves, raw",IP5,0.20879999999999999,"Spinach, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Spinach, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Water spinach (Ipomoea aquatica) and true spinach (Spinacia oleracea) are different plant families -- established species-mismatch pattern.,,Paul S,16/08/2026,
04020006:PHYTCPP,"Cucumber, orange, round, raw",PHYTCPP,15.8,"Cucumber, peeled, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Cucumber, peeled, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Source doesn't mention peeled; candidate adds an unconfirmed ""peeled"" prep state not supported by the source.",,Paul S,16/08/2026,
04030027:PHYTCPP,"Eggplant, Brinjal-1, raw",PHYTCPP,14.63,"Eggplant, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Eggplant, raw",,category_estimate,Paul S,16/08/2026,"Cultivar-specific ""Brinjal"" breeding line, reasonable generic eggplant category estimate."
04030030:PHYTCPP,"Eggplant, Brinjal-12, raw",PHYTCPP,13.41,"Eggplant, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Eggplant, raw",,category_estimate,Paul S,16/08/2026,Same as the other Brinjal rows.
04030031:PHYTCPP,"Eggplant, Brinjal-13, raw",PHYTCPP,7.0,"Eggplant, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Eggplant, raw",,category_estimate,Paul S,16/08/2026,Same as the other Brinjal rows.
04030032:PHYTCPP,"Eggplant, Brinjal-14, raw",PHYTCPP,15.75,"Eggplant, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Eggplant, raw",,category_estimate,Paul S,16/08/2026,Same as the other Brinjal rows.
04030040:PHYTCPP,"Eggplant, Brinjal-21, raw",PHYTCPP,8.24,"Eggplant, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Eggplant, raw",,category_estimate,Paul S,16/08/2026,Same as the other Brinjal rows.
04030044:PHYTCPP,"Eggplant, Brinjal-6, raw",PHYTCPP,9.51,"Eggplant, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Eggplant, raw",,category_estimate,Paul S,16/08/2026,Same as the other Brinjal rows.
04030045:PHYTCPP,"Eggplant, Brinjal-7, raw",PHYTCPP,18.39,"Eggplant, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Eggplant, raw",,category_estimate,Paul S,16/08/2026,Same as the other Brinjal rows.
04030046:PHYTCPP,"Eggplant, Brinjal-8, raw",PHYTCPP,11.29,"Eggplant, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Eggplant, raw",,category_estimate,Paul S,16/08/2026,Same as the other Brinjal rows.
04030094:PHYTCPP,"Pumpkin, green, cylindrical, raw",PHYTCPP,22.51,"Pumpkin, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Pumpkin, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Pumpkin, raw",,category_estimate,Paul S,16/08/2026,"Variety-specific detail not captured, reasonable generic pumpkin category estimate."
05010037:PHYTCPPD,"Pawpaw, ripe, yellow, waxed, 4 days stored, raw",PHYTCPPD,77.74499999999999,"Peaches, yellow, raw",foundation_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"""Pawpaw"" (usually meaning papaya, or Asimina triloba in North America) vs PEACHES -- wrong species regardless of which ""pawpaw"" is meant, coincidental ""yellow"" color word.",,Paul S,16/08/2026,
05010040:PHYTCPPD,"Pawpaw, ripe, yellow, waxed, raw",PHYTCPPD,179.828,"Peaches, yellow, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Peaches, yellow, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Same pawpaw/peach mismatch.,,Paul S,16/08/2026,
05010042:PHYTCPP,"Pineapple, raw",PHYTCPP,8.59,"Pineapple, raw, all varieties",sr_legacy_food,regional_equivalent,0.85,"name match with preparation state 'raw' confirmed present in 'Pineapple, raw, all varieties', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Pineapple, raw, all varieties",,category_estimate,Paul S,16/08/2026,Excellent match.
05020033:PHYTCPP,"Grapes, seeded, round, black, raw",PHYTCPP,1.52,"Grapes, red, seedless, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Grapes, red, seedless, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,Source is explicitly SEEDED and BLACK; candidate is explicitly SEEDLESS and RED -- two direct contradictions.,,Paul S,16/08/2026,
05020038:PHYTCPP,"Grapes, seedless, round, green, raw",PHYTCPP,0.85,"Grapes, green, seedless, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Grapes, green, seedless, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Grapes, green, seedless, raw",,category_estimate,Paul S,16/08/2026,Excellent match.
05020054:PHYTCPPI,"Mango, unripe, raw",PHYTCPPI,30.0,"Mangos, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Mangos, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Mangos, raw",,category_estimate,Paul S,16/08/2026,"Ripeness stage (unripe) not captured, but no better candidate is evident -- reasonable default with that caveat."
05020055:PHYTCPP,"Manila tamarind, raw",PHYTCPP,22.55,"Tamarinds, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Tamarinds, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"""Manila tamarind"" (Pithecellobium dulce) is a different species from true tamarind (Tamarindus indica) despite the shared name -- established false-cognate pattern.",,Paul S,16/08/2026,
05020059:PHYTCPP,"Plum, raw",PHYTCPP,3.81,"Plums, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Plums, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Plums, raw",,category_estimate,Paul S,16/08/2026,Exact match.
05020077:PHYTCPPI,"Watermelon (tinda), raw",PHYTCPPI,3.9,"Watermelon, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Watermelon, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"""Tinda"" is a different vegetable (Praecitrullus fistulosus, Indian round gourd) from watermelon -- the source's own ""(tinda)"" parenthetical looks like a labeling issue, but matching to actual watermelon would misrepresent this gourd's composition either way.",,Paul S,16/08/2026,
06010084:PHYTCPPD,"Jakfruit, seed",PHYTCPPD,106.0,"Jackfruit, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Jackfruit, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Source specifically says SEED (jackfruit seeds are a distinct food product); candidate is the general ""Jackfruit, raw"" entry (typically the flesh) -- wrong plant part.",,Paul S,16/08/2026,
06010100:PHYTCPPD,"Mangrove swaps, seed, dehulled, dried",PHYTCPPD,4.9334,"Mango, dried, sweetened",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"A mangrove-associated plant's seed vs MANGO fruit -- wrong category, coincidental ""mang-"" prefix and ""dried"" word.",,Paul S,16/08/2026,
06010154:PHYTCPP,"Pistachio, raw",PHYTCPP,808.0,"Nuts, pistachio nuts, raw",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Nuts, pistachio nuts, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Nuts, pistachio nuts, raw",,category_estimate,Paul S,16/08/2026,Clean match.
06010164:IP5_A_IP6,"Sesame seed, whole, raw",IP5_A_IP6,1525.0,"Seeds, sesame seeds, whole, dried",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,approve,"Seeds, sesame seeds, whole, dried",,category_estimate,Paul S,16/08/2026,"Sesame seeds are naturally sold in a dried state (not usually available ""fresh"" commercially) -- ""dried"" here likely describes the default state rather than an added process, unlike fruit dehydration."
08010001:PHYTCPPI,"Ant, raw",PHYTCPPI,50.487750000000005,"Eggplant, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Eggplant, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"ANT (an insect) vs EGGPLANT (a vegetable) -- wrong category entirely, no evident textual justification.",,Paul S,16/08/2026,
08010003:PHYTCPPI,"Locust, boiled",PHYTCPPI,350.0,"Chicken, feet, boiled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"LOCUST (an insect) vs CHICKEN FEET (a real animal product) -- wrong category, coincidental ""boiled"" word.",,Paul S,16/08/2026,
14030001:PHYTCPPD,"Breakfast bar, with nuts",PHYTCPPD,386.0,"Breakfast bar, corn flake crust with fruit",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"""With nuts"" vs ""corn flake crust with fruit"" -- a different specific product (nuts vs fruit/cornflake-crust variant), meaningful compositional mismatch.",,Paul S,16/08/2026,
15010055:PHYTCPP,"Garlic, big clove, raw",PHYTCPP,36.55,"Garlic, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Garlic, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Garlic, raw",,category_estimate,Paul S,16/08/2026,Clean match.
15010058:PHYTCPP,"Garlic, Kashmir, single clove, raw",PHYTCPP,31.95,"Garlic, raw",foundation_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Garlic, raw', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,approve,"Garlic, raw",,category_estimate,Paul S,16/08/2026,Clean match.
15010065:PHYTCPP,"Indian pennywort, raw",PHYTCPP,3.0,"Squash, Indian, raw (Navajo)",sr_legacy_food,regional_equivalent,0.65,"name match with preparation state 'raw' confirmed present in 'Squash, Indian, raw (Navajo)', and matching edible-portion basis — not human-verified, so capped below 'exact'",random_sample,reject,,"Indian pennywort (Centella asiatica, an herb) vs SQUASH (Navajo squash) -- wrong category, coincidental ""Indian"" word.",,Paul S,16/08/2026,
16010037:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,313.308,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",random_sample,replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv for the needs_review rows with this identical description. Replaced with the mixed-grain generic for consistency.
16010039:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,493.506,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",random_sample,replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv for the needs_review rows with this identical description. Replaced with the mixed-grain generic for consistency.
16010049:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,429.71,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",random_sample,replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv for the needs_review rows with this identical description. Replaced with the mixed-grain generic for consistency.
16010069:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,179.73,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",random_sample,replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv for the needs_review rows with this identical description. Replaced with the mixed-grain generic for consistency.
16010074:IP5_A_IP6,"Infant flour, cereal-based, commercially produced, fortified",IP5_A_IP6,264.6555,"Babyfood, cereal, barley, dry fortified",sr_legacy_food,close_analogue,0.7,"name-matched at confidence 0.70, but preparation state/moisture basis alignment could not be confirmed automatically",random_sample,replace,"Babyfood, cereal, mixed, dry fortified",,category_estimate,Paul S,16/08/2026,Source does not state a grain; candidate defaults to barley -- same arbitrary-grain-assignment issue found and fixed in review_5_infant_flour_cluster.csv for the needs_review rows with this identical description. Replaced with the mixed-grain generic for consistency.
19020006:IP5_A_IP6,"Cassava and plantain, pounded, boiled",IP5_A_IP6,80.0,"Plantains, green, boiled",sr_legacy_food,category_proxy,0.65,weak name match (confidence 0.65) taken as a coarse stand-in only,random_sample,reject,,"Source is a mixed dish (cassava AND plantain, pounded together, like fufu); candidate is plantain only -- missing the cassava component, a major part of the dish, and ""pounded"" prep not captured.",,Paul S,16/08/2026,
