row_identifier,food_description,compound_fraction,value,candidate,candidate_data_type,match_method,rationale,selected_score,unselected_alternative_score,score_gap,suggested_action,generic_candidates_found,generic_candidates_sample,all_candidates_for_genus_count,all_candidates_for_genus_sample,quick_hint,review_verdict,approved_fdc_food,match_scope,rejection_reason,review_notes
03010353:PHYTCPPD,"Cowpea, raw",PHYTCPPD,625.2182,"Cowpeas, leafy tips, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cowpeas, leafy tips, raw', 'Collards, raw') are too textually similar to the source description (0.63 vs 0.67 similarity) to place confidently",0.63,0.67,0.04,OPEN — needs review,20,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt (sr_legacy_food) | Cowpeas (blackeyes), immature seeds, frozen, unprepared (sr_legacy_food)",20,"Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with salt | Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, without salt | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, with salt | Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained, without salt | Cowpeas (blackeyes), immature seeds, frozen, unprepared | Cowpeas (blackeyes), immature seeds, raw | Cowpeas, catjang, mature seeds, cooked, boiled, with salt | Cowpeas, catjang, mature seeds, cooked, boiled, without salt",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Cowpeas, catjang, mature seeds, raw",category_estimate,,'Leafy tips' (selected) is a specific plant part; unqualified raw more plausibly means seed form.
03010419:PHYTCPP,"Faba bean, Vesuvio, seed, raw, dehulled",PHYTCPP,1035.88,RAW HULLED PUMPKIN SEEDS,branded_food,fuzzy,"top two name-search candidates ('RAW HULLED PUMPKIN SEEDS', 'HUMMING HEMP RAW HULLED HEMP SEEDS') are too textually similar to the source description (0.32 vs 0.36 similarity) to place confidently",0.32,0.36,0.04,OPEN — needs review,0,,2,Peruvian Import Company TOASTED FABA BEAN FLOUR | Peruvian Import Company TOASTED FABA BEAN FLOUR,,reject,,,No dehulled faba entry.,
03010498:IP5_A_IP6,"Lentil, whole grain, sun-dried",IP5_A_IP6,561.0,"TRADER JOE'S TRADER JOE'S, SMALL WHOLE GRAIN LENTILS",branded_food,fuzzy,"top two name-search candidates (""TRADER JOE'S TRADER JOE'S, SMALL WHOLE GRAIN LENTILS"", 'SAHTEIN WHOLE LENTILS') are too textually similar to the source description (0.39 vs 0.43 similarity) to place confidently",0.39,0.43,0.04,OPEN — needs review,10,"Lentils, dry (foundation_food) | Lentils, mature seeds, cooked, boiled, with salt (sr_legacy_food) | Lentils, mature seeds, cooked, boiled, without salt (sr_legacy_food) | Lentils, pink or red, raw (sr_legacy_food) | Lentils, raw (sr_legacy_food)",30,"108 Stitches, LLC. PREMIUM MILK CHOCOLATE WITH COLORFUL LENTILS | 108 Stitches, LLC. PREMIUM MILK CHOCOLATE WITH COLORFUL LENTILS | 13 FOODS PARDINA LENTILS | 13 Foods LLC PARDINA LENTILS | 13 Foods LLC PARDINA LENTILS | 13 Foods LLC PARDINA LENTILS | 6th Sense Custom Lure Co. SWEET POTATO & LENTIL SHEPHERD'S PIE, SWEET POTATO & LENTIL SHEPHERD'S | A TASTE OF INDIA MASALA RICE & LENTILS",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Lentils, dry",category_estimate,,
03010506:PHYTC-,"Lima bean, dried",PHYTC-,519.4,DRIED BEEF,branded_food,fuzzy,"top two name-search candidates ('DRIED BEEF', 'SPARTAN SPARTAN, LIMA BEANS') are too textually similar to the source description (0.38 vs 0.42 similarity) to place confidently",0.38,0.42,0.04,OPEN — needs review,19,"Lima beans, immature seeds, canned, no salt added, solids and liquids (sr_legacy_food) | Lima beans, immature seeds, canned, regular pack, solids and liquids (sr_legacy_food) | Lima beans, immature seeds, cooked, boiled, drained, with salt (sr_legacy_food) | Lima beans, immature seeds, cooked, boiled, drained, without salt (sr_legacy_food) | Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, with salt (sr_legacy_food)",30,"AVENUE A MIXED VEGETABLES, CARROTS, GREEN BEANS, CORN, PEAS, LIMA BEANS | Ahold USA, Inc. BABY LIMA BEANS | Ahold USA, Inc. BABY LIMA BEANS | Ahold USA, Inc. BABY LIMA BEANS | Ahold Usa, Inc. BABY LIMA BEANS | Ahold Usa, Inc. BABY LIMA BEANS | Ahold Usa, Inc. BABY LIMA BEANS | American Game Cartridges Inc. ROOTS, LIMA BEANS HUMMUS",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Lima beans, large, mature seeds, raw",category_estimate,,
03010609:PHYTCPP,"Pea, Finale, whole seed, dried",PHYTCPP,835.66,"Seeds, sesame seeds, whole, dried",sr_legacy_food,fuzzy,"top two name-search candidates ('Seeds, sesame seeds, whole, dried', 'Egg, whole, dried') are too textually similar to the source description (0.60 vs 0.64 similarity) to place confidently",0.6,0.64,0.04,OPEN — needs review,20,"Archway Home Style Cookies, Peanut Butter (sr_legacy_food) | Babyfood, cereal, rice with pears and apple, dry, instant fortified (sr_legacy_food) | Babyfood, dessert, peach cobbler, junior (sr_legacy_food) | Babyfood, dessert, peach cobbler, strained (sr_legacy_food) | Babyfood, dessert, peach melba, junior (sr_legacy_food)",30,"""THE CRAB CHIP"" WITH CHESAPEAKE BAY CRAB SEASONING POTATO CHIPS | ""THE CRAB CHIP"" WITH CHESAPEAKE BAY CRAB SEASONING POTATO CHIPS | (S.M.G.) Shoals Music Group ORGANIC GREEN SPLIT PEAS | (S.M.G.) Shoals Music Group ORGANIC GREEN SPLIT PEAS | (S.M.G.) Shoals Music Group ORGANIC GREEN SPLIT PEAS | (S.M.G.) Shoals Music Group PEAS & CARROTS | (S.M.G.) Shoals Music Group PEAS & CARROTS | (S.M.G.) Shoals Music Group PEAS & CARROTS",,replace,"Peas, green, raw",category_estimate,,
03010647:PHYTCPPD,"Rice bean, RBL-121, oven-dried, boiled",PHYTCPPD,951.872,"Rice, brown, parboiled, dry, UNCLE BEN'S",sr_legacy_food,fuzzy,"top two name-search candidates (""Rice, brown, parboiled, dry, UNCLE BEN'S"", 'China Doll Rice and Beans Inc. DRIED LIMA BEANS') are too textually similar to the source description (0.41 vs 0.45 similarity) to place confidently",0.41,0.45,0.04,OPEN — needs review,0,,6,"Chieftain Wild Rice Co. WILD RICE LUMBERJACK A RICH AND HEARTY BLEND OF WILD RICE, BROWN RICE, RED RICE, MUSHROOMS, QUINOA, JOB'S TEARS, VEGETABLES, AND RICE BEANS WITH AND HERB SEASONING PACKET SOUP, WILD RICE LUMBERJACK | Chieftain Wild Rice Co. WILD RICE LUMBERJACK A RICH AND HEARTY BLEND OF WILD RICE, BROWN RICE, RED RICE, MUSHROOMS, QUINOA, JOB'S TEARS, VEGETABLES, AND RICE BEANS WITH AND HERB SEASONING PACKET SOUP, WILD RICE LUMBERJACK | Harmons Inc BLACK LICORICE BEANS | Harmons Inc BLACK LICORICE BEANS | Harmons Inc BLACK LICORICE BEANS | Harmons Inc BLACK LICORICE BEANS",,reject,,,Consistent rice-bean-series reject.,
03010653:PHYTCPPD,"Rice bean, RBL-4, oven-dried, boiled",PHYTCPPD,968.658,"Rice, brown, parboiled, dry, UNCLE BEN'S",sr_legacy_food,fuzzy,"top two name-search candidates (""Rice, brown, parboiled, dry, UNCLE BEN'S"", 'China Doll Rice and Beans Inc. DRIED LIMA BEANS') are too textually similar to the source description (0.42 vs 0.46 similarity) to place confidently",0.42,0.46,0.04,OPEN — needs review,0,,6,"Chieftain Wild Rice Co. WILD RICE LUMBERJACK A RICH AND HEARTY BLEND OF WILD RICE, BROWN RICE, RED RICE, MUSHROOMS, QUINOA, JOB'S TEARS, VEGETABLES, AND RICE BEANS WITH AND HERB SEASONING PACKET SOUP, WILD RICE LUMBERJACK | Chieftain Wild Rice Co. WILD RICE LUMBERJACK A RICH AND HEARTY BLEND OF WILD RICE, BROWN RICE, RED RICE, MUSHROOMS, QUINOA, JOB'S TEARS, VEGETABLES, AND RICE BEANS WITH AND HERB SEASONING PACKET SOUP, WILD RICE LUMBERJACK | Harmons Inc BLACK LICORICE BEANS | Harmons Inc BLACK LICORICE BEANS | Harmons Inc BLACK LICORICE BEANS | Harmons Inc BLACK LICORICE BEANS",,reject,,,Consistent rice-bean-series reject.,
03010659:PHYTCPPD,"Rice bean, RBL-6, oven-dried, boiled",PHYTCPPD,916.0409999999999,"Rice, brown, parboiled, dry, UNCLE BEN'S",sr_legacy_food,fuzzy,"top two name-search candidates (""Rice, brown, parboiled, dry, UNCLE BEN'S"", 'China Doll Rice and Beans Inc. DRIED LIMA BEANS') are too textually similar to the source description (0.42 vs 0.46 similarity) to place confidently",0.42,0.46,0.04,OPEN — needs review,0,,6,"Chieftain Wild Rice Co. WILD RICE LUMBERJACK A RICH AND HEARTY BLEND OF WILD RICE, BROWN RICE, RED RICE, MUSHROOMS, QUINOA, JOB'S TEARS, VEGETABLES, AND RICE BEANS WITH AND HERB SEASONING PACKET SOUP, WILD RICE LUMBERJACK | Chieftain Wild Rice Co. WILD RICE LUMBERJACK A RICH AND HEARTY BLEND OF WILD RICE, BROWN RICE, RED RICE, MUSHROOMS, QUINOA, JOB'S TEARS, VEGETABLES, AND RICE BEANS WITH AND HERB SEASONING PACKET SOUP, WILD RICE LUMBERJACK | Harmons Inc BLACK LICORICE BEANS | Harmons Inc BLACK LICORICE BEANS | Harmons Inc BLACK LICORICE BEANS | Harmons Inc BLACK LICORICE BEANS",,reject,,,Consistent rice-bean-series reject.,
03010682:PPI,"Stink bean, dehulled, water-soaked, boiled",PPI,7.103407999999999,"Ito, Inc. EDAMAME (BOILED SOY BEAN)",branded_food,fuzzy,"top two name-search candidates ('Ito, Inc. EDAMAME (BOILED SOY BEAN)', 'Water convolvulus, cooked, boiled, drained, with salt') are too textually similar to the source description (0.34 vs 0.38 similarity) to place confidently",0.34,0.38,0.04,OPEN — needs review,0,,0,,,reject,,,,
03020008:IP6,"Soy turkey, Ives",IP6,97.0,"St.Inc. TURKEY HOAGIE, TURKEY",branded_food,fuzzy,"top two name-search candidates ('St.Inc. TURKEY HOAGIE, TURKEY', 'BAR S TURKEY BACON') are too textually similar to the source description (0.49 vs 0.53 similarity) to place confidently",0.49,0.53,0.04,OPEN — needs review,0,,0,,,reject,,,"Mock-meat product, unrepresented.",
03020066:PHYTCPP,"Soybean, Seonheuk, dried",PHYTCPP,1.897184,SOYBEAN PASTE,branded_food,fuzzy,"top two name-search candidates ('SOYBEAN PASTE', 'Seeds, chia seeds, dried') are too textually similar to the source description (0.54 vs 0.58 similarity) to place confidently",0.54,0.58,0.04,OPEN — needs review,20,"Margarine, 80% fat, stick, includes regular and hydrogenated corn and soybean oils (sr_legacy_food) | Margarine, margarine-type vegetable oil spread, 70% fat, soybean and partially hydrogenated soybean, stick (sr_legacy_food) | Margarine, regular, hard, soybean (hydrogenated) (sr_legacy_food) | Margarine-like, margarine-butter blend, soybean oil and butter (sr_legacy_food) | Salad dressing, mayonnaise, imitation, soybean (sr_legacy_food)",30,"Ahold USA, Inc. 100% SOYBEAN VEGETABLE OIL | American Roland Food Corp. EDAMAME DRY ROASTED SOYBEANS | American Roland Food Corp. EDAMAME DRY ROASTED SOYBEANS | American Roland Food Corp. EDAMAME DRY ROASTED SOYBEANS | American Roland Food Corp. PREMIUM WHITE MISO SOYBEAN PASTE SHIRO MISO | American Roland Food Corp. PREMIUM WHITE MISO SOYBEAN PASTE SHIRO MISO | American Roland Food Corp. PREMIUM WHITE MISO SOYBEAN PASTE SHIRO MISO | American Roland Food Corp. ROLAND, SKINLESS & BONELESS MACKEREL FILLETS IN SOYBEAN OIL",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Soybeans, mature seeds, dry roasted",category_estimate,,
04010057:PHYTCPP,"Bengal dayflower, leaves, raw",PHYTCPP,2.0,"Winged bean leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean leaves, raw', 'Taro leaves, raw') are too textually similar to the source description (0.58 vs 0.62 similarity) to place confidently",0.58,0.62,0.04,OPEN — needs review,0,,0,,,reject,,,No representation.,
04010075:PHYTCPPI,"Blackjack, leaves, wild, raw",PHYTCPPI,1.0911679999999997,"Winged bean leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Winged bean leaves, raw', 'Taro leaves, raw') are too textually similar to the source description (0.55 vs 0.59 similarity) to place confidently",0.55,0.59,0.04,OPEN — needs review,0,,6,"Steve Ross Enterprises BLACKJACK BURRITO WITH BLACK BEANS & JACK CHEESE, BLACKBEANS & JACK CHEESE | Steve Ross Enterprises BLACKJACK BURRITO WITH BLACK BEANS & JACK CHEESE, BLACKBEANS & JACK CHEESE | Steve Ross Enterprises GLOBESPUN GOURMET, BLACKJACK BURRITO WITH BLACK BEANS & JACK CHEESE | Steve Ross Enterprises GLOBESPUN GOURMET, BLACKJACK BURRITO WITH BLACK BEANS & JACK CHEESE | Steve Ross Enterprises GLOBESPUN GOURMET, BLACKJACK BURRITO WITH BLACK BEANS & JACK CHEESE | Steve Ross Enterprises GLOBESPUN GOURMET, BLACKJACK BURRITO WITH BLACK BEANS & JACK CHEESE",,reject,,,No representation.,
04010105:PHYTCPPI,"Cassava, young leaves, raw",PHYTCPPI,26.1,"Cassava, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cassava, raw', 'Taro leaves, raw') are too textually similar to the source description (0.63 vs 0.67 similarity) to place confidently",0.63,0.67,0.04,OPEN — needs review,3,"Cassava, raw (sr_legacy_food) | Flour, cassava (foundation_food) | Snacks, yucca (cassava) chips, salted (sr_legacy_food)",30,"ARTISAN TROPIC CASSAVA STRIPS YUCA | ARTISAN TROPIC JALAPENO FRESH ROASTED LIGHTLY SEASONED CASSAVA STRIPS, JALAPENO | ARTISAN TROPIC SEA SALT CASSAVA STRIPS, SEA SALT | Aaa Adventures, Inc. CASSAVA BREAD, CASSAVA | Aaa Adventures, Inc. CASSAVA BREAD, CASSAVA | Angels Cassava Products Limited DATE SYRUP, DATE | Artisan Tropic LLC BARBECUE CASSAVA STRIPS, BARBECUE | Artisan Tropic LLC CASSAVA STRIPS SEA SALT, SEA SALT",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,"Only root/flour entries exist, not leaves.",
04010112:PHYTC-,"Chickpea, leaves, raw",PHYTC-,19.0,"Taro leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Taro leaves, raw', 'Grape leaves, raw') are too textually similar to the source description (0.70 vs 0.74 similarity) to place confidently",0.7,0.74,0.04,OPEN — needs review,10,"Chickpea flour (besan) (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed (foundation_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained solids (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, drained, rinsed in tap water (sr_legacy_food) | Chickpeas (garbanzo beans, bengal gram), mature seeds, canned, solids and liquids (sr_legacy_food)",30,"13 FOODS CHICKPEAS | 13 Foods LLC CHICKPEAS | 13 Foods LLC CHICKPEAS | 34 DEGREES EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 DEGREES UMAMI BAKED CHICKPEA THINS, UMAMI | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING | 34 Degrees LLC EVERYTHING BAKED CHICKPEA THINS SNAPS, EVERYTHING",,reject,,,"Only fruit/seed chickpea entries, not leaves.",
04010148:PHYTCPP,"Garden cress, raw",PHYTCPP,16.64,"Cress, garden, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cress, garden, raw', 'GARDEN CREAM WAFERS') are too textually similar to the source description (0.57 vs 0.61 similarity) to place confidently",0.57,0.61,0.04,OPEN — needs review,0,,0,,,approve,,,,Selected already correct.
04010218:IP5,"Sesbania, boiled",IP5,0.0,"Sesbania flower, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Sesbania flower, raw', 'Seeds, breadfruit seeds, boiled') are too textually similar to the source description (0.56 vs 0.60 similarity) to place confidently",0.56,0.6,0.04,OPEN — needs review,3,"Sesbania flower, cooked, steamed, with salt (sr_legacy_food) | Sesbania flower, cooked, steamed, without salt (sr_legacy_food) | Sesbania flower, raw (sr_legacy_food)",3,"Sesbania flower, cooked, steamed, with salt | Sesbania flower, cooked, steamed, without salt | Sesbania flower, raw",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Sesbania flower, cooked, steamed, without salt",category_estimate,,
04010218:IP6,"Sesbania, boiled",IP6,6.0,"Sesbania flower, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Sesbania flower, raw', 'Seeds, breadfruit seeds, boiled') are too textually similar to the source description (0.56 vs 0.60 similarity) to place confidently",0.56,0.6,0.04,OPEN — needs review,3,"Sesbania flower, cooked, steamed, with salt (sr_legacy_food) | Sesbania flower, cooked, steamed, without salt (sr_legacy_food) | Sesbania flower, raw (sr_legacy_food)",3,"Sesbania flower, cooked, steamed, with salt | Sesbania flower, cooked, steamed, without salt | Sesbania flower, raw",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Sesbania flower, cooked, steamed, without salt",category_estimate,,
04010218:IP5_A_IP6,"Sesbania, boiled",IP5_A_IP6,6.0,"Sesbania flower, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Sesbania flower, raw', 'Seeds, breadfruit seeds, boiled') are too textually similar to the source description (0.56 vs 0.60 similarity) to place confidently",0.56,0.6,0.04,OPEN — needs review,3,"Sesbania flower, cooked, steamed, with salt (sr_legacy_food) | Sesbania flower, cooked, steamed, without salt (sr_legacy_food) | Sesbania flower, raw (sr_legacy_food)",3,"Sesbania flower, cooked, steamed, with salt | Sesbania flower, cooked, steamed, without salt | Sesbania flower, raw",genus word appears in rationale text — worth checking the unselected alternative directly,replace,"Sesbania flower, cooked, steamed, without salt",category_estimate,,
04010227:PHYTCPP,"Sorrell, leaves, raw",PHYTCPP,30.07,"Taro leaves, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Taro leaves, raw', 'Grape leaves, raw') are too textually similar to the source description (0.72 vs 0.76 similarity) to place confidently",0.72,0.76,0.04,OPEN — needs review,0,,0,,,reject,,,,
04010233:IP6,"Sweet potato greens, Georgia Jet, conventional blanched (2.5min)",IP6,211.0,"Walgreens Co. SWEET POTATO STICKS, SWEET",branded_food,fuzzy,"top two name-search candidates ('Walgreens Co. SWEET POTATO STICKS, SWEET', 'Walgreens Co. SWEET POTATO STICKS, SWEET POTATO') are too textually similar to the source description (0.37 vs 0.41 similarity) to place confidently",0.37,0.41,0.04,OPEN — needs review,0,,0,,,reject,,,No sweet-potato-greens entry.,
04030010:PHYTCPPI,"Bottle gourd, raw",PHYTCPPI,1.9500000000000028,"Gourd, dishcloth (towelgourd), raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Gourd, dishcloth (towelgourd), raw', 'Garlic, raw') are too textually similar to the source description (0.39 vs 0.43 similarity) to place confidently",0.39,0.43,0.04,OPEN — needs review,0,,0,,,reject,,,,
04030018:IP5,"Cowslip creeper, raw",IP5,3.0,R.M. Palmer Co. CREEPY PEEPERS CANDY,branded_food,fuzzy,"top two name-search candidates ('R.M. Palmer Co. CREEPY PEEPERS CANDY', 'Cress, garden, raw') are too textually similar to the source description (0.43 vs 0.47 similarity) to place confidently",0.43,0.47,0.04,OPEN — needs review,0,,0,,,reject,,,,
04030018:IP6,"Cowslip creeper, raw",IP6,33.0,R.M. Palmer Co. CREEPY PEEPERS CANDY,branded_food,fuzzy,"top two name-search candidates ('R.M. Palmer Co. CREEPY PEEPERS CANDY', 'Cress, garden, raw') are too textually similar to the source description (0.43 vs 0.47 similarity) to place confidently",0.43,0.47,0.04,OPEN — needs review,0,,0,,,reject,,,,
04030018:IP5_A_IP6,"Cowslip creeper, raw",IP5_A_IP6,36.0,R.M. Palmer Co. CREEPY PEEPERS CANDY,branded_food,fuzzy,"top two name-search candidates ('R.M. Palmer Co. CREEPY PEEPERS CANDY', 'Cress, garden, raw') are too textually similar to the source description (0.43 vs 0.47 similarity) to place confidently",0.43,0.47,0.04,OPEN — needs review,0,,0,,,reject,,,,
04030022:IP5,"Cucumber, bitter, raw",IP5,2.0,"Cucumber, peeled, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cucumber, peeled, raw', 'Cucumber, with peel, raw') are too textually similar to the source description (0.76 vs 0.80 similarity) to place confidently",0.76,0.8,0.04,OPEN — needs review,11,"Cucumber, peeled, raw (sr_legacy_food) | Cucumber, with peel, raw (foundation_food) | Cucumber, with peel, raw (sr_legacy_food) | Pickles, cucumber, dill or kosher dill (sr_legacy_food) | Pickles, cucumber, dill or kosher dill (foundation_food)",30,"1915 ORGANIC ORGANIC CUCUMBER, CELERY, PINEAPPLE, SPINACH, LEMON, GINGER, MORINGA COLD PRESSURED 100% VEGETABLE & FRUIT JUICE BLEND, CUCUMBER, CELERY, PINEAPPLE, SPINACH, LEMON, GINGER, MORINGA | AGROKOMERC PASTEURIZED CUCUMBERS | Ahold USA, Inc. MINI CUCUMBERS | Ahold USA, Inc. MINI CUCUMBERS | Ahold USA, Inc. MINI CUCUMBERS | Akiyama Tsukemono California AKIYAMA, CUCUMBER KIMCHEE | Akiyama Tsukemono California AKIYAMA, CUCUMBER KIMCHEE | Akiyama Tsukemono California AKIYAMA, CUCUMBER KIMCHEE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Bitter melon is a different species from cucumber.,
04030022:IP6,"Cucumber, bitter, raw",IP6,13.0,"Cucumber, peeled, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cucumber, peeled, raw', 'Cucumber, with peel, raw') are too textually similar to the source description (0.76 vs 0.80 similarity) to place confidently",0.76,0.8,0.04,OPEN — needs review,11,"Cucumber, peeled, raw (sr_legacy_food) | Cucumber, with peel, raw (foundation_food) | Cucumber, with peel, raw (sr_legacy_food) | Pickles, cucumber, dill or kosher dill (sr_legacy_food) | Pickles, cucumber, dill or kosher dill (foundation_food)",30,"1915 ORGANIC ORGANIC CUCUMBER, CELERY, PINEAPPLE, SPINACH, LEMON, GINGER, MORINGA COLD PRESSURED 100% VEGETABLE & FRUIT JUICE BLEND, CUCUMBER, CELERY, PINEAPPLE, SPINACH, LEMON, GINGER, MORINGA | AGROKOMERC PASTEURIZED CUCUMBERS | Ahold USA, Inc. MINI CUCUMBERS | Ahold USA, Inc. MINI CUCUMBERS | Ahold USA, Inc. MINI CUCUMBERS | Akiyama Tsukemono California AKIYAMA, CUCUMBER KIMCHEE | Akiyama Tsukemono California AKIYAMA, CUCUMBER KIMCHEE | Akiyama Tsukemono California AKIYAMA, CUCUMBER KIMCHEE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Bitter melon is a different species from cucumber.,
04030022:IP5_A_IP6,"Cucumber, bitter, raw",IP5_A_IP6,15.0,"Cucumber, peeled, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Cucumber, peeled, raw', 'Cucumber, with peel, raw') are too textually similar to the source description (0.76 vs 0.80 similarity) to place confidently",0.76,0.8,0.04,OPEN — needs review,11,"Cucumber, peeled, raw (sr_legacy_food) | Cucumber, with peel, raw (foundation_food) | Cucumber, with peel, raw (sr_legacy_food) | Pickles, cucumber, dill or kosher dill (sr_legacy_food) | Pickles, cucumber, dill or kosher dill (foundation_food)",30,"1915 ORGANIC ORGANIC CUCUMBER, CELERY, PINEAPPLE, SPINACH, LEMON, GINGER, MORINGA COLD PRESSURED 100% VEGETABLE & FRUIT JUICE BLEND, CUCUMBER, CELERY, PINEAPPLE, SPINACH, LEMON, GINGER, MORINGA | AGROKOMERC PASTEURIZED CUCUMBERS | Ahold USA, Inc. MINI CUCUMBERS | Ahold USA, Inc. MINI CUCUMBERS | Ahold USA, Inc. MINI CUCUMBERS | Akiyama Tsukemono California AKIYAMA, CUCUMBER KIMCHEE | Akiyama Tsukemono California AKIYAMA, CUCUMBER KIMCHEE | Akiyama Tsukemono California AKIYAMA, CUCUMBER KIMCHEE",genus word appears in rationale text — worth checking the unselected alternative directly,reject,,,Bitter melon is a different species from cucumber.,
05010025:PHYTCPP,"Monkey-jack, yellowish-orange flesh, raw",PHYTCPP,26.0,"Fish, roughy, orange, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Fish, roughy, orange, raw', 'Fish, tuna, fresh, yellowfin, raw') are too textually similar to the source description (0.43 vs 0.47 similarity) to place confidently",0.43,0.47,0.04,OPEN — needs review,0,,0,,,reject,,,Unidentifiable.,
05010045:PHYTCPP,"Star fruit, raw",PHYTCPP,3.8,"Carambola, (starfruit), raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Carambola, (starfruit), raw', 'Chayote, fruit, raw') are too textually similar to the source description (0.67 vs 0.71 similarity) to place confidently",0.67,0.71,0.04,OPEN — needs review,0,,17,"Kid Vids Educational Entertainment STAR FRUIT | Kid Vids Educational Entertainment STAR FRUIT | Kid Vids Educational Entertainment STAR FRUIT | Kid Vids Educational Entertainment STAR FRUIT | Mars, Inc. FLAVORS OF THE WORLD EXOTICS GUMMIES CANDY, LEMON STAR FRUIT, MANDARIN ORANGE, ASIAN PEAR, FUJI APPLE, RASPBERRY DRAGON FRUIT | Mars, Inc. FLAVORS OF THE WORLD EXOTICS GUMMIES CANDY, LEMON STAR FRUIT, MANDARIN ORANGE, ASIAN PEAR, FUJI APPLE, RASPBERRY DRAGON FRUIT | Public Label Brands, Inc. CHERRY, ORANGE, APPLE, STRAWBERRY, BLUE RASPBERRY, GRAPE SUPERSTAR FRUIT FLAVORED SNACKS, CHERRY, ORANGE, APPLE, STRAWBERRY, BLUE RASPBERRY, GRAPE | Supervalu, Inc. STAR FRUIT SALAD",,approve,,,,Correct - Carambola is literally starfruit.
05020009:PHYTCPP,"Bael fruit, raw",PHYTCPP,28.65,"Chayote, fruit, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Chayote, fruit, raw', 'Breadfruit, raw') are too textually similar to the source description (0.76 vs 0.80 similarity) to place confidently",0.76,0.8,0.04,OPEN — needs review,0,,0,,,reject,,,,
05020064:PHYT-,"Quince, OHM2, fruit, raw",PHYT-,261.0,"Quinces, raw",sr_legacy_food,fuzzy,"top two name-search candidates ('Quinces, raw', 'Chayote, fruit, raw') are too textually similar to the source description (0.61 vs 0.65 similarity) to place confidently",0.61,0.65,0.04,OPEN — needs review,1,"Quinces, raw (sr_legacy_food)",19,"FOOD INTERNATIONAL NZ LIMITED Yolo Spanish Quince Fruit Jelly 140g | GS1 Mexico QUINCE FRUIT CANDY | GS1 Mexico QUINCE FRUIT CANDY | Henry Gonsalves Company MARMELADA EXTRA QUINCE JAM, MARMELADA EXTRA | Henry Gonsalves Company MARMELADA EXTRA QUINCE JAM, MARMELADA EXTRA | Henry Gonsalves Company MARMELADA EXTRA QUINCE JAM, MARMELADA EXTRA | Kid Vids Educational Entertainment QUINCE ENERGY BAR | Kid Vids Educational Entertainment QUINCE ENERGY BAR",genus word appears in rationale text — worth checking the unselected alternative directly,approve,,,,Selected already correct; only real candidate exists.
